0,0,18.2394
0,1,13.6814
0,2,9.207367
0,3,6.771967
0,4,4.1834
0,5,4.017167
0,6,10.18944
0,7,12.35183
0,8,17.80907
0,9,25.18825
0,10,24.99573
0,11,23.093
0,12,20.06196
1,0,18.144
1,1,14.60177
1,2,8.5225
1,3,6.9583
1,4,2.498033
1,5,4.5237
1,6,7.527833
1,7,11.45687
1,8,17.16623
1,9,23.8292
1,10,25.9728
1,11,24.50333
1,12,19.4238
2,0,18.72643
2,1,14.7255
2,2,9.329133
2,3,7.4486
2,4,3.2935
2,5,5.139467
2,6,5.847367
2,7,11.24017
2,8,16.75507
2,9,23.2858
2,10,26.7617
2,11,24.63697
2,12,19.19187
3,0,18.76663
3,1,14.7338
3,2,10.0075
3,3,7.5584
3,4,3.394933
3,5,5.186333
3,6,5.852233
3,7,11.1773
3,8,16.99377
3,9,23.39457
3,10,26.82867
3,11,24.69237
3,12,19.48767
4,0,18.79667
4,1,14.6126
4,2,10.75433
4,3,7.6564
4,4,4.084233
4,5,5.2925
4,6,6.406833
4,7,11.50113
4,8,17.41393
4,9,25.58887
4,10,27.0363
4,11,24.84507
4,12,19.96083
5,0,18.76647
5,1,14.6087
5,2,11.26107
5,3,7.5294
5,4,4.5582
5,5,5.083933
5,6,6.692867
5,7,11.85047
5,8,17.51993
5,9,25.3028
5,10,26.96563
5,11,24.75737
5,12,20.3827
6,0,18.44933
6,1,14.7613
6,2,11.1706
6,3,7.4577
6,4,5.0985
6,5,5.185667
6,6,6.952733
6,7,11.97583
6,8,17.35563
6,9,24.8279
6,10,26.8184
6,11,24.5802
6,12,20.4692
7,0,18.77703
7,1,14.3191
7,2,11.18773
7,3,7.414067
7,4,5.1966
7,5,5.126567
7,6,7.1198
7,7,12.06107
7,8,17.60457
7,9,24.80873
7,10,26.60297
7,11,24.25417
7,12,20.5563
8,0,17.90683
8,1,14.47027
8,2,10.64773
8,3,7.164933
8,4,5.124933
8,5,4.9265
8,6,7.3805
8,7,11.9146
8,8,17.68203
8,9,24.45213
8,10,26.5145
8,11,24.42157
8,12,20.47203
9,0,18.2298
9,1,14.7989
9,2,10.72463
9,3,6.509533
9,4,5.0813
9,5,4.5715
9,6,7.6388
9,7,11.60827
9,8,17.91677
9,9,25.0339
9,10,26.1513
9,11,24.32677
9,12,20.38617
10,0,18.54357
10,1,14.69553
10,2,10.8544
10,3,5.944167
10,4,4.938733
10,5,4.260933
10,6,7.716933
10,7,11.61017
10,8,18.11517
10,9,24.48717
10,10,25.49477
10,11,24.15283
10,12,20.4293
11,0,18.96227
11,1,14.5264
11,2,10.16217
11,3,5.0486
11,4,4.1687
11,5,3.8715
11,6,7.640567
11,7,12.6029
11,8,18.51263
11,9,23.8461
11,10,25.69903
11,11,24.47407
11,12,20.6858
12,0,19.00567
12,1,14.33073
12,2,9.214833
12,3,5.17075
12,4,3.378533
12,5,2.806933
12,6,7.582233
12,7,13.6482
12,8,18.1509
12,9,24.48403
12,10,25.67193
12,11,24.8642
12,12,20.9854
13,0,19.22992
13,1,14.11021
13,2,8.620133
13,3,6.1569
13,4,2.031233
13,5,2.943333
13,6,7.846733
13,7,13.99467
13,8,16.47787
13,9,22.74013
13,10,25.9236
13,11,25.29983
13,12,21.29337
14,0,-
14,1,19.35647
14,2,7.815233
14,3,4.660333
14,4,1.624567
14,5,6.505556
14,6,7.980433
14,7,16.1809
14,8,18.05
14,9,23.61047
14,10,27.55359
14,11,26.33211
14,12,21.38227
15,0,-
15,1,-
15,2,6.925667
15,3,-
15,4,6.142091
15,5,5.627333
15,6,-
15,7,18.15673
15,8,-
15,9,-
15,10,28.82747
15,11,-
15,12,-
16,0,-
16,1,-
16,2,9.548273
16,3,-
16,4,-
16,5,-
16,6,-
16,7,19.42955
16,8,-
16,9,-
16,10,30.10046
16,11,-
16,12,-
