0,0,8.017967
0,1,8.059533
0,2,8.123
0,3,8.167267
0,4,8.2204
0,5,8.309567
0,6,8.01265
0,7,7.812
0,8,8.310633
0,9,7.947059
0,10,30.7282
0,11,7.929467
0,12,7.309867
1,0,8.057933
1,1,8.059833
1,2,7.9683
1,3,8.1718
1,4,8.195833
1,5,8.2756
1,6,8.4859
1,7,8.262533
1,8,8.314133
1,9,8.282167
1,10,30.92903
1,11,7.966967
1,12,7.6247
2,0,8.1917
2,1,8.068833
2,2,8.115967
2,3,8.1698
2,4,8.2124
2,5,8.2628
2,6,8.403433
2,7,8.3891
2,8,8.324867
2,9,8.310967
2,10,31.35947
2,11,7.9812
2,12,7.782233
3,0,8.201233
3,1,8.092233
3,2,8.1319
3,3,8.162767
3,4,8.2188
3,5,8.260733
3,6,8.405833
3,7,8.3994
3,8,8.337333
3,9,8.3269
3,10,31.15537
3,11,7.993433
3,12,7.845133
4,0,8.2085
4,1,8.111833
4,2,8.145967
4,3,8.1626
4,4,8.210367
4,5,8.2737
4,6,8.4282
4,7,8.397567
4,8,8.3507
4,9,8.3363
4,10,31.04927
4,11,7.991267
4,12,7.9149
5,0,8.210333
5,1,8.158533
5,2,8.150533
5,3,8.151467
5,4,8.205367
5,5,8.279733
5,6,8.4237
5,7,8.3958
5,8,8.337533
5,9,8.3272
5,10,31.06003
5,11,7.994133
5,12,7.9328
6,0,8.207833
6,1,8.130167
6,2,8.148233
6,3,8.1583
6,4,8.185533
6,5,8.274133
6,6,8.417133
6,7,8.411133
6,8,8.3614
6,9,8.334033
6,10,30.90823
6,11,7.9843
6,12,7.936867
7,0,8.202367
7,1,8.110233
7,2,8.145267
7,3,8.1615
7,4,8.2001
7,5,8.278933
7,6,8.418967
7,7,8.402767
7,8,8.360233
7,9,8.3329
7,10,30.95313
7,11,7.956
7,12,7.940133
8,0,8.148067
8,1,8.1157
8,2,8.114
8,3,8.165067
8,4,8.213967
8,5,8.293867
8,6,8.421
8,7,8.394733
8,8,8.3674
8,9,8.342067
8,10,31.1629
8,11,7.967367
8,12,7.938733
9,0,8.167333
9,1,8.127333
9,2,8.1345
9,3,8.1913
9,4,8.218433
9,5,8.3509
9,6,8.446267
9,7,8.403867
9,8,8.350933
9,9,8.341567
9,10,31.1255
9,11,7.935167
9,12,7.923667
10,0,8.1528
10,1,8.140467
10,2,8.163933
10,3,8.167233
10,4,8.2316
10,5,8.362467
10,6,8.455067
10,7,8.4149
10,8,8.336233
10,9,8.359067
10,10,31.34203
10,11,7.921467
10,12,7.913433
11,0,8.1049
11,1,8.145933
11,2,8.180133
11,3,8.0799
11,4,8.2271
11,5,8.340733
11,6,8.435833
11,7,8.3894
11,8,8.3184
11,9,8.354767
11,10,31.45943
11,11,7.9083
11,12,7.9094
12,0,8.0989
12,1,8.1697
12,2,8.188567
12,3,7.6435
12,4,8.224467
12,5,8.207567
12,6,8.410767
12,7,8.359667
12,8,8.316833
12,9,8.333633
12,10,31.3848
12,11,7.8325
12,12,7.897167
13,0,7.983118
13,1,8.181786
13,2,8.188867
13,3,8.205
13,4,8.230333
13,5,8.176167
13,6,8.421367
13,7,8.3429
13,8,8.347
13,9,8.344233
13,10,31.29057
13,11,7.826167
13,12,7.937667
14,0,-
14,1,8.096367
14,2,8.203333
14,3,8.2126
14,4,8.234567
14,5,7.9298
14,6,8.4229
14,7,8.169667
14,8,8.3451
14,9,8.329367
14,10,30.76966
14,11,7.409
14,12,7.884333
15,0,-
15,1,-
15,2,8.0401
15,3,-
15,4,7.848808
15,5,8.4388
15,6,-
15,7,8.254633
15,8,-
15,9,-
15,10,31.19213
15,11,-
15,12,-
16,0,-
16,1,-
16,2,7.459179
16,3,-
16,4,-
16,5,-
16,6,-
16,7,8.066375
16,8,-
16,9,-
16,10,31.00259
16,11,-
16,12,-
