Date,Latitude,pH
2015-11-29,38.4,8.09732957746479
2015-11-29,38.5,8.120747761194032
2015-11-29,38.6,8.1156
2015-11-29,38.7,8.111026666666666
2015-11-29,38.8,8.110515517241378
2015-11-29,38.9,8.107944444444444
2015-11-29,39.0,8.111728571428571
2015-12-04,38.7,8.138502040816325
2015-12-04,38.8,8.137393413173653
2015-12-04,38.9,8.117848701298696
2015-12-04,39.0,7.9273266666666675
2015-12-05,37.6,8.204978571428573
2015-12-05,37.7,8.194908333333336
2015-12-05,37.8,8.186736734693877
2015-12-05,37.9,8.180146938775513
2015-12-05,38.0,8.177219230769232
2015-12-05,38.1,8.149368
2015-12-05,38.2,8.128627450980392
2015-12-05,38.3,8.125307843137255
2015-12-05,38.4,8.149257692307692
2015-12-05,38.5,8.149537735849053
2015-12-05,38.6,8.147020408163263
2015-12-05,38.7,8.1462
2015-12-06,37.6,8.009456756756759
2015-12-06,37.7,8.059709090909093
2015-12-06,37.8,8.076342857142857
2015-12-06,37.9,8.093457142857144
2015-12-06,38.0,8.104618604651165
2015-12-06,38.1,8.099127906976744
2015-12-06,38.2,8.086950000000002
2015-12-06,38.3,8.076327906976742
2015-12-06,38.4,8.109213636363636
2015-12-06,38.5,8.111234090909093
2015-12-06,38.6,8.114918181818183
2015-12-06,38.7,8.114722222222223
2015-12-06,38.8,8.108340909090908
2015-12-06,38.9,8.124568181818184
2015-12-06,39.0,8.037745454545455
2015-12-08,37.6,8.147436363636361
2015-12-08,37.7,8.190486363636365
2015-12-08,37.8,8.180122727272728
2015-12-08,37.9,8.175562222222224
2015-12-08,38.0,8.172293478260869
2015-12-08,38.1,8.154711363636364
2015-12-08,38.2,8.140213636363638
2015-12-08,38.3,8.12255909090909
2015-12-08,38.4,8.141982222222222
2015-12-08,38.5,8.14319318181818
2015-12-08,38.6,8.145508510638297
2015-12-08,38.7,8.140410869565217
2015-12-08,38.8,8.134402222222223
2015-12-08,38.9,8.14768222222222
2015-12-08,39.0,8.14505
2015-12-09,38.3,8.125799999999996
2015-12-09,38.4,8.144523529411762
2015-12-09,38.5,8.152101886792455
2015-12-09,38.6,8.15183148148148
2015-12-09,38.7,8.143569642857141
2015-12-09,38.8,8.130799999999999
2015-12-09,38.9,8.129985185185186
2015-12-09,39.0,7.907941463414635
2015-12-10,37.6,8.192473437500002
2015-12-10,37.7,8.20740204081633
2015-12-10,37.8,8.192347999999999
2015-12-10,37.9,8.186191836734691
2015-12-10,38.0,8.170129999999999
2015-12-10,38.1,8.148143750000003
2015-12-10,38.2,8.146206122448984
2015-12-10,38.3,8.134179999999999
2015-12-12,37.4,7.826718181818181
2015-12-12,37.5,8.149278461538463
2015-12-12,37.6,8.184997959183672
2015-12-12,37.7,8.178945833333332
2015-12-12,37.8,8.176066666666665
2015-12-12,37.9,8.178581249999999
2015-12-12,38.0,8.17694255319149
2015-12-12,38.1,8.153289361702129
2015-12-12,38.2,8.134531372549018
2015-12-12,38.3,8.120011538461538
2015-12-12,38.4,8.140022448979591
2015-12-12,38.5,8.145930188679246
2015-12-12,38.6,8.135171153846155
2015-12-12,38.7,8.138225925925925
2015-12-12,38.8,8.126592982456138
2015-12-12,38.9,8.145430769230769
2015-12-12,39.0,8.076720512820513
2015-12-13,37.6,8.197277192982456
2015-12-13,37.7,8.194185714285712
2015-12-13,37.8,8.189114583333332
2015-12-13,37.9,8.1868693877551
2015-12-13,38.0,8.18160625
2015-12-13,38.1,8.165508163265304
2015-12-13,38.2,8.153250000000002
2015-12-13,38.3,8.140979166666666
2015-12-13,38.4,8.135870588235292
2015-12-13,38.5,8.149215686274509
2015-12-13,38.6,8.146657692307691
2015-12-13,38.7,8.142299999999999
2015-12-13,38.8,8.129658823529411
2015-12-13,38.9,8.130675
2015-12-13,39.0,7.9303550000000005
2015-12-14,37.6,8.131413043478265
2015-12-14,37.7,8.181283606557374
2015-12-14,37.8,8.18008666666667
2015-12-14,37.9,8.181779661016948
2015-12-14,38.0,8.175716949152541
2015-12-14,38.1,8.160240350877196
2015-12-14,38.2,8.142345762711864
2015-12-14,38.3,8.135514754098358
2015-12-14,38.4,8.133440322580645
2015-12-14,38.5,8.151438805970146
2015-12-14,38.6,8.154546376811592
2015-12-14,38.7,8.14839841269841
2015-12-14,38.8,8.145976666666666
2015-12-14,38.9,8.150765517241378
2015-12-14,39.0,8.157871428571429
2015-12-18,37.6,8.157500000000013
2015-12-18,37.7,8.157500000000011
2015-12-18,37.8,8.15750000000001
2015-12-18,37.9,8.15750000000001
2015-12-18,38.0,8.15750000000001
2015-12-18,38.1,8.15750000000001
2015-12-18,38.2,8.15750000000001
2015-12-18,38.3,8.15750000000001
2015-12-18,38.4,8.15750000000001
2015-12-18,38.5,8.157500000000011
2015-12-18,38.6,8.157500000000011
2015-12-18,38.7,8.157500000000011
2015-12-18,38.8,8.15750000000001
2015-12-18,38.9,8.15750000000001
2015-12-18,39.0,8.15750000000001
2015-12-21,37.6,7.772045692883898
2015-12-21,37.7,8.185408888888889
2015-12-21,37.8,8.178756
2015-12-21,37.9,8.183199999999998
2015-12-21,38.0,8.175545652173911
2015-12-21,38.1,8.136600000000001
2015-12-21,38.2,8.121148888888891
2015-12-21,38.3,8.132773333333335
2015-12-21,38.4,8.140806521739131
2015-12-21,38.5,8.132153333333333
2015-12-21,38.6,8.122217777777777
2015-12-21,38.7,8.119599999999998
2015-12-21,38.8,8.137086363636366
2015-12-21,38.9,8.146546511627905
2015-12-21,39.0,8.146780000000001
2015-12-28,37.6,8.068836363636363
2016-01-14,37.8,7.959904166666667
2016-01-14,37.9,8.132020512820512
2016-01-14,38.0,8.1833
2016-01-14,38.1,8.177410256410257
2016-01-14,38.2,8.164963414634144
2016-01-14,38.3,8.159810256410257
2016-01-14,38.4,8.154571794871798
2016-01-14,38.5,8.155297297297297
2016-01-14,38.6,8.165154054054055
2016-01-14,38.7,8.161737142857143
2016-01-14,38.8,8.169738235294117
2016-01-14,38.9,8.17086
2016-01-14,39.0,8.151884615384615
2016-01-15,37.6,8.208718181818183
2016-01-15,37.7,8.207017948717947
2016-01-15,37.8,8.20373333333333
2016-01-15,37.9,8.204220512820513
2016-01-15,38.0,8.183369230769232
2016-01-15,38.1,8.161268421052633
2016-01-15,38.2,8.158458974358972
2016-01-15,38.3,8.15525641025641
2016-01-15,38.4,8.147020512820513
2016-01-15,38.5,8.159522499999998
2016-01-15,38.6,8.164265853658536
2016-01-15,38.7,8.172515
2016-01-15,38.8,8.183072499999998
2016-01-15,38.9,8.206834146341464
2016-01-15,39.0,8.221089655172415
2016-01-20,37.6,8.064555555555554
2016-01-20,37.7,8.168818421052633
2016-01-20,37.8,8.182048648648648
2016-01-20,37.9,8.190902631578947
2016-01-20,38.0,8.196242105263158
2016-01-20,38.1,8.18975675675676
2016-01-20,38.2,8.169356756756757
2016-01-20,38.3,8.158799999999998
2016-01-20,38.4,8.16331842105263
2016-01-20,38.5,8.174
2016-01-20,38.6,8.183242105263158
2016-01-20,38.7,8.186380555555553
2016-01-20,38.8,8.188944444444443
2016-01-20,38.9,8.195128571428569
2016-01-20,39.0,8.192623076923077
2016-01-21,37.6,8.23188775510204
2016-01-21,37.7,8.229185000000001
2016-01-21,37.8,8.228619512195118
2016-01-21,37.9,8.228439999999999
2016-01-21,38.0,8.219665000000003
2016-01-21,38.1,8.188935897435895
2016-01-21,38.2,8.17832564102564
2016-01-21,38.3,8.166292307692308
2016-01-21,38.4,8.175218421052632
2016-01-21,38.5,8.179356756756757
2016-01-21,38.6,8.19298648648649
2016-01-21,38.7,8.195941666666663
2016-01-21,38.8,8.195155555555555
2016-01-21,38.9,8.189072222222222
2016-01-21,39.0,8.156374999999999
2016-01-25,37.6,8.07525
2016-01-25,37.7,8.187305263157896
2016-01-25,37.8,8.189302631578947
2016-01-25,37.9,8.198802631578948
2016-01-25,38.0,8.209428947368421
2016-01-25,38.1,8.210438888888888
2016-01-25,38.2,8.204641666666667
2016-01-25,38.3,8.190959459459458
2016-01-25,38.4,8.1806
2016-01-25,38.5,8.198165714285713
2016-01-25,38.6,8.206742857142856
2016-01-25,38.7,8.209294117647058
2016-01-25,38.8,8.213858823529412
2016-01-25,38.9,8.2126
2016-01-25,39.0,8.185114285714286
2016-01-26,37.6,8.18806764705882
2016-01-26,37.7,8.20471408450704
2016-01-26,37.8,8.202852000000002
2016-01-26,37.9,8.205987837837842
2016-01-26,38.0,8.20801447368421
2016-01-26,38.1,8.19669473684211
2016-01-26,38.2,8.195003947368424
2016-01-26,38.3,8.187787012987013
2016-01-26,38.4,8.186228048780489
2016-01-26,38.5,8.197863636363639
2016-01-26,38.6,8.20157441860465
2016-01-26,38.7,8.20360714285714
2016-01-26,38.8,8.206729268292682
2016-01-26,38.9,8.240014634146343
2016-01-26,39.0,8.185586206896554
2016-01-27,38.5,8.210079999999998
2016-01-27,38.6,8.21090857142857
2016-01-27,38.7,8.211782352941178
2016-01-27,38.8,8.212973529411766
2016-01-27,38.9,8.234313513513513
2016-01-27,39.0,8.107488636363634
2016-01-28,37.6,8.234511764705882
2016-01-28,37.7,8.235241025641024
2016-01-28,37.8,8.229932499999999
2016-01-28,37.9,8.229010256410257
2016-01-28,38.0,8.22666923076923
2016-01-28,38.1,8.211571052631578
2016-01-28,38.2,8.203117500000001
2016-01-28,38.3,8.185097368421053
2016-01-28,38.4,8.189279487179489
2016-01-28,38.5,8.202139473684209
2016-01-28,38.6,8.203777500000001
2016-01-28,38.7,8.2066725
2016-01-28,38.8,8.219653658536586
2016-01-28,38.9,8.219683333333334
2016-01-30,37.6,8.00683611111111
2016-01-30,37.7,8.17196153846154
2016-01-30,37.8,8.192
2016-01-31,37.8,8.191524324324325
2016-01-31,37.9,8.194405263157897
2016-01-31,38.0,8.198284210526316
2016-01-31,38.1,8.215894594594593
2016-01-31,38.2,8.215548648648651
2016-01-31,38.3,8.205375675675674
2016-01-31,38.4,8.196459459459458
2016-01-31,38.5,8.185045945945946
2016-01-31,38.6,8.197205405405404
2016-01-31,38.7,8.207805263157892
2016-01-31,38.8,8.21354871794872
2016-01-31,38.9,8.212653846153845
2016-01-31,39.0,8.20379655172414
2016-02-01,37.6,8.155573333333331
2016-02-01,37.7,8.207573684210526
2016-02-01,37.8,8.211803846153847
2016-02-01,37.9,8.212302777777778
2016-02-01,38.0,8.21590135135135
2016-02-01,38.1,8.217120547945202
2016-02-01,38.2,8.211298684210522
2016-02-01,38.3,8.201103947368424
2016-02-01,38.4,8.186602631578948
2016-02-01,38.5,8.187916000000001
2016-02-01,38.6,8.203690540540538
2016-02-01,38.7,8.21205306122449
2016-02-01,38.8,8.213597500000004
2016-02-01,38.9,8.241425641025643
2016-02-01,39.0,8.10302380952381
2016-02-02,38.7,8.215958333333331
2016-02-02,38.8,8.2163875
2016-02-02,38.9,8.216203030303031
2016-02-02,39.0,8.16444516129032
2016-02-16,37.6,7.3947
2016-02-16,38.1,7.201717647058825
2016-02-16,38.2,7.340586046511627
2016-02-16,38.3,7.396028571428571
2016-02-16,38.4,7.4011047619047625
2016-02-16,38.5,7.379352380952381
2016-02-16,38.6,7.588813636363634
2016-02-16,38.7,8.154054761904762
2016-02-16,38.8,8.14886
2016-02-16,38.9,8.0367175
2016-02-16,39.0,7.839663333333332
2016-02-17,38.9,8.264875675675677
2016-02-17,39.0,8.152483333333334
2016-02-18,37.6,8.222828888888891
2016-02-18,37.7,8.235890000000001
2016-02-18,37.8,8.26350238095238
2016-02-18,37.9,8.274474418604653
2016-02-18,38.0,8.262602325581396
2016-02-18,38.1,8.237293023255814
2016-02-18,38.2,8.221114285714286
2016-02-18,38.3,8.21092619047619
2016-02-18,38.4,8.204345454545454
2016-02-18,38.5,8.204577272727274
2016-02-18,38.6,8.214897727272728
2016-02-18,38.7,8.228333333333333
2016-02-18,38.8,8.249625000000002
2016-02-18,38.9,8.265966666666667
2016-02-19,37.6,8.097238461538463
2016-02-19,37.7,8.179946153846153
2016-02-19,37.8,8.19788205128205
2016-02-19,37.9,8.233902564102562
2016-02-19,38.0,8.27675641025641
2016-02-19,38.1,8.286194736842106
2016-02-19,38.2,8.26525
2016-02-19,38.3,8.242268292682926
2016-02-19,38.4,8.232615789473684
2016-02-19,38.5,8.223058974358974
2016-02-19,38.6,8.224109756097558
2016-02-19,38.7,8.236902380952383
2016-02-19,38.8,8.251346153846153
2016-02-19,38.9,8.259261538461539
2016-02-19,39.0,8.258635714285715
2016-02-21,37.6,8.23462
2016-02-21,37.7,8.244714634146343
2016-02-21,37.8,8.28242093023256
2016-02-21,37.9,8.319148780487804
2016-02-21,38.0,8.296873170731704
2016-02-21,38.1,8.26321707317073
2016-02-21,38.2,8.233383333333332
2016-02-21,38.3,8.2236243902439
2016-02-21,38.4,8.214536585365854
2016-02-21,38.5,8.214163414634148
2016-02-21,38.6,8.2196175
2016-02-21,38.7,8.23560263157895
2016-02-21,38.8,8.255994736842103
2016-02-21,38.9,8.282713157894737
2016-02-21,39.0,8.077019642857142
2016-02-22,37.6,8.1111
2016-02-22,37.7,8.183988571428571
2016-02-22,37.8,8.207262857142856
2016-02-22,37.9,8.250200000000001
2016-02-22,38.0,8.297291428571429
2016-02-22,38.1,8.29595
2016-02-22,38.2,8.259908333333334
2016-02-22,38.3,8.222216216216216
2016-02-22,38.4,8.23392162162162
2016-02-22,38.5,8.22536
2016-02-22,38.6,8.224905128205128
2016-02-22,38.7,8.232130769230771
2016-02-22,38.8,8.247775
2016-02-22,38.9,8.259905
2016-02-22,39.0,8.2649
2016-02-23,37.6,8.22821714285714
2016-02-23,37.7,8.24295609756098
2016-02-23,37.8,8.287564285714286
2016-02-23,37.9,8.309240476190476
2016-02-23,38.0,8.289160975609756
2016-02-23,38.1,8.2620575
2016-02-23,38.2,8.236475000000002
2016-02-23,38.3,8.227210000000001
2016-02-23,38.4,8.219676923076923
2016-02-23,38.5,8.219405263157892
2016-02-23,38.6,8.226315384615384
2016-02-23,38.7,8.235742105263158
2016-02-23,38.8,8.250720512820514
2016-02-23,38.9,8.304253846153847
2016-02-23,39.0,8.192607692307693
2016-02-24,37.4,7.924708333333332
2016-02-25,37.6,8.146494915254236
2016-02-25,37.7,8.23148717948718
2016-02-25,37.8,8.236005405405404
2016-02-25,37.9,8.285424324324323
2016-02-25,38.0,8.337057894736843
2016-02-25,38.1,8.32355
2016-02-25,38.2,8.29943243243243
2016-02-25,38.3,8.278177777777778
2016-02-25,38.4,8.2636
2016-02-25,38.5,8.249654054054055
2016-02-25,38.6,8.231527027027028
2016-02-25,38.7,8.225059459459459
2016-02-25,38.8,8.236659459459458
2016-02-25,38.9,8.257735135135135
2016-02-25,39.0,8.277233333333335
2016-03-01,37.6,8.0700075
2016-03-01,37.7,8.19538157894737
2016-03-01,37.8,8.252526315789472
2016-03-01,37.9,8.358478378378377
2016-03-01,38.0,8.365163333333333
2016-03-01,38.1,8.313726315789474
2016-03-01,38.2,8.285299999999998
2016-03-01,38.3,8.276531578947367
2016-03-01,38.4,8.277294594594593
2016-03-01,38.5,8.279088888888891
2016-03-01,38.6,8.269336363636363
2016-03-02,38.6,8.26185
2016-03-02,38.7,8.260554285714285
2016-03-02,38.8,8.268411428571428
2016-03-02,38.9,8.279745714285713
2016-03-02,39.0,8.3363
2016-03-05,37.6,8.292533333333331
2016-03-05,37.7,8.395912499999998
2016-03-05,37.8,8.433543589743591
2016-03-05,37.9,8.410599999999999
2016-03-05,38.0,8.381678947368423
2016-03-05,38.1,8.368200000000002
2016-03-05,38.2,8.341841025641028
2016-03-05,38.3,8.325058974358978
2016-03-05,38.4,8.313439999999998
2016-03-05,38.5,8.299643589743589
2016-03-05,38.6,8.26376
2016-03-05,38.7,8.2698641025641
2016-03-05,38.8,8.28775128205128
2016-03-05,38.9,8.308655263157897
2016-03-05,39.0,8.162351999999997
2016-03-06,37.6,8.278900000000004
2016-03-06,37.7,8.278899999999998
2016-03-06,37.8,8.2789
2016-03-06,37.9,8.2789
2016-03-06,38.0,8.2789
2016-03-06,38.1,8.278899999999998
2016-03-06,38.2,8.2789
2016-03-06,38.3,8.2789
2016-03-06,38.4,8.278899999999998
2016-03-06,38.5,8.278899999999998
2016-03-06,38.6,8.2789
2016-03-06,38.7,8.278899999999998
2016-03-06,38.8,8.2789
2016-03-06,38.9,8.2789
2016-03-06,39.0,8.278899999999997
2016-03-09,39.0,8.229294642857145
2016-03-10,37.6,8.33211515151515
2016-03-10,37.7,8.422179999999997
2016-03-10,37.8,8.4549775
2016-03-10,37.9,8.423195121951219
2016-03-10,38.0,8.40189
2016-03-10,38.1,8.377885365853661
2016-03-10,38.2,8.364400000000002
2016-03-10,38.3,8.345902564102564
2016-03-10,38.4,8.326979487179488
2016-03-10,38.5,8.3095
2016-03-10,38.6,8.276679487179488
2016-03-10,38.7,8.27058717948718
2016-03-10,38.8,8.28675641025641
2016-03-10,38.9,8.3302275
2016-03-10,39.0,8.353699999999998
2016-03-13,37.6,8.346947826086955
2016-03-13,37.7,8.437094736842102
2016-03-13,37.8,8.44194210526316
2016-03-13,37.9,8.425417948717946
2016-03-13,38.0,8.414602564102564
2016-03-13,38.1,8.380556410256409
2016-03-13,38.2,8.371179999999995
2016-03-13,38.3,8.377216666666667
2016-03-13,38.4,8.364429268292684
2016-03-13,38.5,8.330514634146342
2016-03-13,38.6,8.294804878048785
2016-03-13,38.7,8.28839268292683
2016-03-13,38.8,8.322065
2016-03-13,38.9,8.357810256410254
2016-03-13,39.0,8.267788235294118
2016-03-14,37.6,8.231856818181818
2016-03-14,37.7,8.30206857142857
2016-03-14,37.8,8.39349411764706
2016-03-14,37.9,8.418985294117647
2016-03-14,38.0,8.415587878787877
2016-03-14,38.1,8.41369411764706
2016-03-14,38.2,8.386139393939397
2016-03-14,38.3,8.37308787878788
2016-03-14,38.4,8.377229411764706
2016-03-14,38.5,8.3705
2016-03-14,38.6,8.348662857142859
2016-03-14,38.7,8.318627777777778
2016-03-14,38.8,8.294640000000001
2016-03-14,38.9,8.310725714285713
2016-03-14,39.0,8.349195652173913
2016-03-16,37.6,8.354702040816328
2016-03-16,37.7,8.447145238095239
2016-03-16,37.8,8.432110000000002
2016-03-16,37.9,8.423632500000002
2016-03-16,38.0,8.416412820512823
2016-03-16,38.1,8.404638461538463
2016-03-16,38.2,8.401500000000002
2016-03-16,38.3,8.390485000000002
2016-03-16,38.4,8.370445238095238
2016-03-16,38.5,8.356278571428573
2016-03-16,38.6,8.324181818181817
2016-03-16,38.7,8.29646590909091
2016-03-16,38.8,8.317052272727272
2016-03-16,38.9,8.395043181818183
2016-03-16,39.0,8.2510875
2016-03-17,37.6,8.262715625
2016-03-17,37.7,8.322434285714287
2016-03-17,37.8,8.384133333333333
2016-03-17,37.9,8.39360606060606
2016-03-17,38.0,8.395965625
2016-03-17,38.1,8.392593939393938
2016-03-17,38.2,8.368271875000001
2016-03-17,38.3,8.372806060606061
2016-03-17,38.4,8.37830625
2016-03-17,38.5,8.371259374999998
2016-03-17,38.6,8.357503030303029
2016-03-17,38.7,8.333271875
2016-03-17,38.8,8.305078787878784
2016-03-17,38.9,8.304845454545454
2016-03-17,39.0,8.313699999999999
2016-03-18,38.4,8.384644444444445
2016-03-18,38.5,8.36131842105263
2016-03-18,38.6,8.327276315789476
2016-03-18,38.7,8.30568717948718
2016-03-18,38.8,8.31926666666667
2016-03-18,38.9,8.352936585365857
2016-03-18,39.0,8.253514285714283
2016-03-19,37.5,8.46735
2016-03-19,37.6,8.428568421052631
2016-03-19,37.7,8.446458974358972
2016-03-19,37.8,8.422512820512821
2016-03-19,37.9,8.427355000000002
2016-03-19,38.0,8.418648717948715
2016-03-19,38.1,8.394994871794871
2016-03-19,38.2,8.400099999999998
2016-03-19,38.3,8.400613157894737
2016-03-19,38.4,8.394481818181818
2016-03-21,37.6,8.164918421052633
2016-03-21,37.7,8.350991428571426
2016-03-21,37.8,8.394957575757575
2016-03-21,37.9,8.386197142857144
2016-03-21,38.0,8.392624242424244
2016-03-21,38.1,8.400176470588237
2016-03-21,38.2,8.409685294117647
2016-03-21,38.3,8.401151515151513
2016-03-21,38.4,8.399179411764706
2016-03-21,38.5,8.39458787878788
2016-03-21,38.6,8.379320588235295
2016-03-21,38.7,8.35594545454545
2016-03-21,38.8,8.332494117647057
2016-03-21,38.9,8.337090909090909
2016-03-21,39.0,8.409632258064516
2016-03-23,37.6,8.381041379310343
2016-03-23,37.7,8.438529999999998
2016-03-23,37.8,8.437520512820512
2016-03-23,37.9,8.427837499999999
2016-03-23,38.0,8.44297948717949
2016-03-23,38.1,8.432780000000001
2016-03-23,38.2,8.408319512195122
2016-03-23,38.3,8.405299999999999
2016-03-23,38.4,8.393642105263158
2016-03-23,38.5,8.355343589743589
2016-03-23,38.6,8.328110810810811
2016-03-23,38.7,8.313567567567569
2016-03-23,38.8,8.341208108108109
2016-03-23,38.9,8.403267500000004
2016-03-23,39.0,8.291655999999998
2016-03-25,37.6,8.240443478260872
2016-03-25,37.7,8.343375675675675
2016-03-25,37.8,8.380191428571429
2016-03-25,37.9,8.374445945945947
2016-03-25,38.0,8.38498
2016-03-25,38.1,8.406783783783784
2016-03-25,38.2,8.427666666666669
2016-03-25,38.3,8.422570270270272
2016-03-25,38.4,8.44283611111111
2016-03-25,38.5,8.414072972972974
2016-03-25,38.6,8.379436111111112
2016-03-25,38.7,8.350828571428574
