Date,Latitude,Temperature
2015-11-29,38.2,11.607569594202904
2015-11-29,38.3,11.464341176470594
2015-11-29,38.4,11.752097211267605
2015-11-29,38.5,11.845859104477606
2015-11-29,38.6,11.496782428571429
2015-11-29,38.7,10.940537183333333
2015-11-29,38.8,10.03471382758621
2015-11-29,38.9,9.947028944444442
2015-11-29,39.0,9.21340161904762
2015-12-04,38.7,10.324423500000002
2015-12-04,38.8,9.970930958083828
2015-12-04,38.9,9.29147526623377
2015-12-04,39.0,8.99025388888889
2015-12-05,37.6,7.86541430952381
2015-12-05,37.7,8.171845770833329
2015-12-05,37.8,9.03419042857143
2015-12-05,37.9,9.997438163265306
2015-12-05,38.0,10.573894846153847
2015-12-05,38.1,10.802543319999998
2015-12-05,38.2,10.708957509803922
2015-12-05,38.3,10.864267941176468
2015-12-05,38.4,11.148225673076924
2015-12-05,38.5,11.287445226415095
2015-12-05,38.6,11.06241087755102
2015-12-05,38.7,10.6913085
2015-12-06,37.6,11.575733000000008
2015-12-06,37.7,11.57573300000001
2015-12-06,37.8,11.57573300000001
2015-12-06,37.9,11.57573300000001
2015-12-06,38.0,11.57573300000001
2015-12-06,38.1,11.57573300000001
2015-12-06,38.2,11.575733000000008
2015-12-06,38.3,11.57573300000001
2015-12-06,38.4,11.57573300000001
2015-12-06,38.5,11.57573300000001
2015-12-06,38.6,11.57573300000001
2015-12-06,38.7,11.575733000000008
2015-12-06,38.8,11.57573300000001
2015-12-06,38.9,11.57573300000001
2015-12-06,39.0,11.575733000000008
2015-12-08,37.6,7.877570290909092
2015-12-08,37.7,7.963805295454545
2015-12-08,37.8,8.65410531818182
2015-12-08,37.9,9.526499266666667
2015-12-08,38.0,10.366991326086957
2015-12-08,38.1,10.6654765
2015-12-08,38.2,10.716460613636364
2015-12-08,38.3,10.872070454545453
2015-12-08,38.4,11.000422955555557
2015-12-08,38.5,11.115081068181816
2015-12-08,38.6,11.290346765957446
2015-12-08,38.7,11.030220326086958
2015-12-08,38.8,10.82921851111111
2015-12-08,38.9,9.867416333333333
2015-12-08,39.0,8.883746277777778
2015-12-09,38.3,10.623570431818184
2015-12-09,38.4,10.89076407843137
2015-12-09,38.5,10.977791886792458
2015-12-09,38.6,11.073367277777775
2015-12-09,38.7,10.76201014285714
2015-12-09,38.8,10.473322789473682
2015-12-09,38.9,9.28786788888889
2015-12-09,39.0,8.840047170731708
2015-12-10,37.6,7.713232828125001
2015-12-10,37.7,7.785459163265303
2015-12-10,37.8,8.891121360000001
2015-12-10,37.9,9.88212451020408
2015-12-10,38.0,10.542863939999997
2015-12-10,38.1,10.613008312499998
2015-12-10,38.2,10.602949020408161
2015-12-10,38.3,10.5930134
2015-12-12,37.4,7.535446000000001
2015-12-12,37.5,7.299767646153848
2015-12-12,37.6,7.423172734693879
2015-12-12,37.7,7.808922291666668
2015-12-12,37.8,8.8696090625
2015-12-12,37.9,9.630181208333331
2015-12-12,38.0,10.022641170212765
2015-12-12,38.1,10.340830489361705
2015-12-12,38.2,10.368968588235292
2015-12-12,38.3,10.478479461538457
2015-12-12,38.4,10.766897959183675
2015-12-12,38.5,10.826573603773586
2015-12-12,38.6,10.736610865384616
2015-12-12,38.7,10.738846907407405
2015-12-12,38.8,10.520114666666665
2015-12-12,38.9,9.833169942307693
2015-12-12,39.0,8.89984958974359
2015-12-13,37.6,7.364243280701755
2015-12-13,37.7,7.683817020408161
2015-12-13,37.8,8.544100708333334
2015-12-13,37.9,9.582314285714284
2015-12-13,38.0,10.1509333125
2015-12-13,38.1,10.298008163265306
2015-12-13,38.2,10.315093770833334
2015-12-13,38.3,10.354457666666669
2015-12-13,38.4,10.509305196078433
2015-12-13,38.5,10.588378490196078
2015-12-13,38.6,10.674562173076923
2015-12-13,38.7,10.516654921568627
2015-12-13,38.8,10.108826156862747
2015-12-13,38.9,9.132481979166664
2015-12-13,39.0,8.430663616666665
2015-12-14,37.6,7.437217260869567
2015-12-14,37.7,7.604581967213113
2015-12-14,37.8,8.584371633333337
2015-12-14,37.9,9.523881372881355
2015-12-14,38.0,10.053644050847456
2015-12-14,38.1,10.20493101754386
2015-12-14,38.2,10.238848627118642
2015-12-14,38.3,10.268549737704918
2015-12-14,38.4,10.435291435483869
2015-12-14,38.5,10.633022373134326
2015-12-14,38.6,10.687026101449277
2015-12-14,38.7,10.643582047619052
2015-12-14,38.8,10.504431116666662
2015-12-14,38.9,9.746447689655172
2015-12-14,39.0,9.10331280952381
2015-12-18,37.6,6.216119870967742
2015-12-18,37.7,6.472524137254902
2015-12-18,37.8,7.7307292857142835
2015-12-18,37.9,8.764071562500002
2015-12-18,38.0,9.299318770833331
2015-12-18,38.1,9.561204187500001
2015-12-18,38.2,9.635114520833332
2015-12-18,38.3,9.80368202
2015-12-18,38.4,9.864659877551018
2015-12-18,38.5,9.836071921568628
2015-12-18,38.6,9.732957549019607
2015-12-18,38.7,9.59043525
2015-12-18,38.8,9.11089802
2015-12-18,38.9,8.347117
2015-12-18,39.0,7.237426893617021
2015-12-21,37.6,7.489979456928843
2015-12-21,37.7,6.198357022222222
2015-12-21,37.8,7.367553340000004
2015-12-21,37.9,8.563522916666669
2015-12-21,38.0,9.117773195652177
2015-12-21,38.1,9.466785199999999
2015-12-21,38.2,9.678137777777778
2015-12-21,38.3,9.780794000000002
2015-12-21,38.4,9.835807934782608
2015-12-21,38.5,9.776448155555556
2015-12-21,38.6,9.75593111111111
2015-12-21,38.7,9.796340755555557
2015-12-21,38.8,9.448649227272726
2015-12-21,38.9,8.931259697674419
2015-12-21,39.0,8.272995
2015-12-28,37.6,5.1409235909090905
2016-01-14,37.8,4.786767875
2016-01-14,37.9,5.476276051282051
2016-01-14,38.0,6.235180684210526
2016-01-14,38.1,6.801504256410256
2016-01-14,38.2,7.353115439024389
2016-01-14,38.3,7.450069256410259
2016-01-14,38.4,7.482108538461539
2016-01-14,38.5,7.620649567567568
2016-01-14,38.6,7.600289243243244
2016-01-14,38.7,7.5278266857142855
2016-01-14,38.8,7.20394611764706
2016-01-14,38.9,6.85066757142857
2016-01-14,39.0,6.753441230769231
2016-01-15,37.6,4.384303022727273
2016-01-15,37.7,5.4818238205128225
2016-01-15,37.8,6.4231119743589735
2016-01-15,37.9,6.950882871794872
2016-01-15,38.0,7.299115435897433
2016-01-15,38.1,7.624993815789474
2016-01-15,38.2,7.573402538461541
2016-01-15,38.3,7.452908538461538
2016-01-15,38.4,7.368238487179485
2016-01-15,38.5,7.191901750000001
2016-01-15,38.6,6.825876463414635
2016-01-15,38.7,6.292327499999999
2016-01-15,38.8,5.8008657249999995
2016-01-15,38.9,5.631971560975607
2016-01-15,39.0,5.333202310344827
2016-01-20,37.6,2.8508712777777787
2016-01-20,37.7,2.9395105000000004
2016-01-20,37.8,3.7798784054054053
2016-01-20,37.9,4.472544736842106
2016-01-20,38.0,5.239214078947368
2016-01-20,38.1,5.890867621621622
2016-01-20,38.2,6.423911756756757
2016-01-20,38.3,6.507988025641026
2016-01-20,38.4,6.62333944736842
2016-01-20,38.5,6.571379324324323
2016-01-20,38.6,6.182058736842105
2016-01-20,38.7,5.880256527777778
2016-01-20,38.8,5.619008361111111
2016-01-20,38.9,5.153389542857144
2016-01-20,39.0,4.952048538461539
2016-01-21,37.6,2.809534693877551
2016-01-21,37.7,3.870332475
2016-01-21,37.8,4.776093512195121
2016-01-21,37.9,5.475396625
2016-01-21,38.0,6.014170849999999
2016-01-21,38.1,6.440719641025642
2016-01-21,38.2,6.48666582051282
2016-01-21,38.3,6.330392307692309
2016-01-21,38.4,6.310628999999999
2016-01-21,38.5,6.160264945945947
2016-01-21,38.6,5.592744243243243
2016-01-21,38.7,5.067486111111111
2016-01-21,38.8,4.826165722222222
2016-01-21,38.9,4.4494093333333335
2016-01-21,39.0,4.23689825
2016-01-25,37.6,1.6436937333333335
2016-01-25,37.7,1.4392665263157898
2016-01-25,37.8,2.034036894736842
2016-01-25,37.9,2.972047368421053
2016-01-25,38.0,4.322827236842105
2016-01-25,38.1,5.019194444444444
2016-01-25,38.2,5.44716575
2016-01-25,38.3,5.831235243243244
2016-01-25,38.4,6.0015857142857145
2016-01-25,38.5,5.980914285714286
2016-01-25,38.6,5.644293371428573
2016-01-25,38.7,5.317656794117647
2016-01-25,38.8,5.096683323529411
2016-01-25,38.9,4.977419971428571
2016-01-25,39.0,4.691535
2016-01-26,37.6,1.7679986764705886
2016-01-26,37.7,2.0694826478873227
2016-01-26,37.8,2.9886338133333332
2016-01-26,37.9,4.121127486486486
2016-01-26,38.0,4.966189460526317
2016-01-26,38.1,5.463072789473682
2016-01-26,38.2,5.61039652631579
2016-01-26,38.3,5.739670584415585
2016-01-26,38.4,5.694236999999999
2016-01-26,38.5,5.373228757575756
2016-01-26,38.6,4.708687604651162
2016-01-26,38.7,4.344899238095238
2016-01-26,38.8,3.8995618048780476
2016-01-26,38.9,3.1185609756097565
2016-01-26,39.0,2.5544724827586207
2016-01-27,38.5,5.593662200000001
2016-01-27,38.6,5.55830097142857
2016-01-27,38.7,5.545224558823529
2016-01-27,38.8,5.337125470588235
2016-01-27,38.9,3.9973517972972967
2016-01-27,39.0,3.901027499999999
2016-01-28,37.6,2.1371676176470586
2016-01-28,37.7,2.6094956666666667
2016-01-28,37.8,3.8247800250000004
2016-01-28,37.9,5.0604120256410265
2016-01-28,38.0,5.505566641025642
2016-01-28,38.1,5.771115815789472
2016-01-28,38.2,5.8344992000000016
2016-01-28,38.3,5.841307026315789
2016-01-28,38.4,5.702767512820512
2016-01-28,38.5,5.214409657894737
2016-01-28,38.6,4.901924224999999
2016-01-28,38.7,4.3197191749999995
2016-01-28,38.8,3.63816743902439
2016-01-28,38.9,3.7859
2016-01-30,37.6,2.2359310555555556
2016-01-30,37.7,1.90329658974359
2016-01-30,37.8,2.0886165
2016-01-31,37.8,2.3396522162162157
2016-01-31,37.9,2.6864754736842107
2016-01-31,38.0,3.509439447368421
2016-01-31,38.1,4.412410891891892
2016-01-31,38.2,4.775526081081081
2016-01-31,38.3,5.129613540540541
2016-01-31,38.4,5.377955837837837
2016-01-31,38.5,5.477490972972974
2016-01-31,38.6,5.232785621621622
2016-01-31,38.7,4.956774605263157
2016-01-31,38.8,4.5534828461538455
2016-01-31,38.9,4.306606846153846
2016-01-31,39.0,3.485272344827587
2016-02-01,37.6,1.9534137222222219
2016-02-01,37.7,1.9784543815789473
2016-02-01,37.8,2.7204166923076922
2016-02-01,37.9,3.674033402777779
2016-02-01,38.0,4.328858094594593
2016-02-01,38.1,4.75691410958904
2016-02-01,38.2,4.972343026315792
2016-02-01,38.3,5.185474565789473
2016-02-01,38.4,5.2690987105263165
2016-02-01,38.5,5.147957773333334
2016-02-01,38.6,4.737796851351352
2016-02-01,38.7,4.020672081632653
2016-02-01,38.8,3.440252575
2016-02-01,38.9,2.536135923076923
2016-02-01,39.0,2.702093714285714
2016-02-02,38.7,4.75111675
2016-02-02,38.8,4.516350031249998
2016-02-02,38.9,4.2954979999999985
2016-02-02,39.0,3.9362806129032264
2016-02-16,37.6,5.187176
2016-02-16,38.1,10.47500405882353
2016-02-16,38.2,11.127748720930231
2016-02-16,38.3,12.427285690476193
2016-02-16,38.4,13.719088071428573
2016-02-16,38.5,14.667384976190473
2016-02-16,38.6,10.217920454545455
2016-02-16,38.7,4.657830976190475
2016-02-16,38.8,6.604785850000001
2016-02-16,38.9,10.046267550000001
2016-02-16,39.0,12.1269545
2016-02-17,38.9,3.241406351351351
2016-02-17,39.0,3.870969055555557
2016-02-18,37.6,3.0408222222222228
2016-02-18,37.7,4.587300924999999
2016-02-18,37.8,4.914722261904762
2016-02-18,37.9,4.887172162790699
2016-02-18,38.0,4.8990689302325565
2016-02-18,38.1,5.0604263720930245
2016-02-18,38.2,5.114550000000001
2016-02-18,38.3,5.1021388809523796
2016-02-18,38.4,5.001981045454545
2016-02-18,38.5,4.822265159090908
2016-02-18,38.6,4.2964515
2016-02-18,38.7,3.354372214285715
2016-02-18,38.8,3.0328374750000004
2016-02-18,38.9,3.1801886666666666
2016-02-19,37.6,3.1122733076923086
2016-02-19,37.7,2.9163315897435895
2016-02-19,37.8,3.4931359487179487
2016-02-19,37.9,4.414604256410256
2016-02-19,38.0,4.7677675384615394
2016-02-19,38.1,4.8298816315789495
2016-02-19,38.2,5.104509631578948
2016-02-19,38.3,5.371419512195122
2016-02-19,38.4,5.516784184210528
2016-02-19,38.5,5.6160341282051265
2016-02-19,38.6,5.5629423902439035
2016-02-19,38.7,5.211484952380953
2016-02-19,38.8,4.356141051282051
2016-02-19,38.9,3.7011358974358983
2016-02-19,39.0,3.6439452857142856
2016-02-21,37.6,2.9041668
2016-02-21,37.7,3.4876764634146338
2016-02-21,37.8,4.917773604651162
2016-02-21,37.9,5.115808902439023
2016-02-21,38.0,5.116382926829269
2016-02-21,38.1,5.184647902439025
2016-02-21,38.2,5.278322238095238
2016-02-21,38.3,5.227171536585364
2016-02-21,38.4,5.094715414634147
2016-02-21,38.5,4.87115436585366
2016-02-21,38.6,4.417019175
2016-02-21,38.7,3.286169289473684
2016-02-21,38.8,2.7233183947368422
2016-02-21,38.9,3.1833017631578953
2016-02-21,39.0,4.678028696428571
2016-02-22,37.6,3.8440329787234053
2016-02-22,37.7,3.3313914
2016-02-22,37.8,4.085611428571428
2016-02-22,37.9,4.8112370277777785
2016-02-22,38.0,5.148506628571428
2016-02-22,38.1,5.208870305555553
2016-02-22,38.2,5.569224000000001
2016-02-22,38.3,6.027413513513512
2016-02-22,38.4,5.718381081081082
2016-02-22,38.5,5.620920875
2016-02-22,38.6,5.475088948717949
2016-02-22,38.7,5.381741897435896
2016-02-22,38.8,4.718118325000002
2016-02-22,38.9,3.8371874750000012
2016-02-22,39.0,3.7134
2016-02-23,37.6,2.5784933428571435
2016-02-23,37.7,3.023008999999999
2016-02-23,37.8,4.506496
2016-02-23,37.9,4.618054023809522
2016-02-23,38.0,4.551528414634145
2016-02-23,38.1,4.6489192
2016-02-23,38.2,4.788771699999998
2016-02-23,38.3,4.763175825
2016-02-23,38.4,4.722977794871795
2016-02-23,38.5,4.583790315789474
2016-02-23,38.6,4.233842717948718
2016-02-23,38.7,3.5225482105263155
2016-02-23,38.8,3.026578615384615
2016-02-23,38.9,3.2854495384615383
2016-02-23,39.0,5.055916384615386
2016-02-24,37.4,5.175077166666665
2016-02-25,37.6,4.84319520338983
2016-02-25,37.7,2.915036794871795
2016-02-25,37.8,3.177291891891892
2016-02-25,37.9,4.127761243243244
2016-02-25,38.0,4.400551868421052
2016-02-25,38.1,4.58083236111111
2016-02-25,38.2,4.762070189189189
2016-02-25,38.3,4.972395388888889
2016-02-25,38.4,5.156611675675675
2016-02-25,38.5,5.238864837837839
2016-02-25,38.6,5.256654945945945
2016-02-25,38.7,5.241711729729731
2016-02-25,38.8,4.830991864864863
2016-02-25,38.9,3.997452297297298
2016-02-25,39.0,3.6275667777777776
2016-03-01,37.6,3.919410225
2016-03-01,37.7,2.8217350526315794
2016-03-01,37.8,3.2172605526315796
2016-03-01,37.9,4.113132459459459
2016-03-01,38.0,4.370213433333333
2016-03-01,38.1,4.762835157894736
2016-03-01,38.2,5.0065171351351365
2016-03-01,38.3,5.178008842105264
2016-03-01,38.4,5.138210756756757
2016-03-01,38.5,5.152588777777778
2016-03-01,38.6,5.275531818181817
2016-03-02,38.6,5.188983285714286
2016-03-02,38.7,5.198461885714286
2016-03-02,38.8,4.916332428571427
2016-03-02,38.9,4.434445628571428
2016-03-02,39.0,3.8870815
2016-03-05,37.6,3.8274460476190475
2016-03-05,37.7,4.9609616999999995
2016-03-05,37.8,5.133343666666667
2016-03-05,37.9,5.092077769230769
2016-03-05,38.0,5.184104394736843
2016-03-05,38.1,5.257622256410258
2016-03-05,38.2,5.311874333333333
2016-03-05,38.3,5.289246999999999
2016-03-05,38.4,5.217944225
2016-03-05,38.5,5.111780358974359
2016-03-05,38.6,4.838577475
2016-03-05,38.7,4.0751111794871795
2016-03-05,38.8,3.4695495384615387
2016-03-05,38.9,4.004329868421051
2016-03-05,39.0,5.556150720000001
2016-03-06,37.6,5.067240565217391
2016-03-06,37.7,4.089471428571428
2016-03-06,37.8,4.671723405405405
2016-03-06,37.9,4.951247675675676
2016-03-06,38.0,5.023042583333332
2016-03-06,38.1,5.1660322857142855
2016-03-06,38.2,5.296401833333335
2016-03-06,38.3,5.3494463055555554
2016-03-06,38.4,5.4587438285714285
2016-03-06,38.5,5.562326714285714
2016-03-06,38.6,5.634166611111111
2016-03-06,38.7,5.574349485714288
2016-03-06,38.8,5.368862055555557
2016-03-06,38.9,4.504727861111111
2016-03-06,39.0,4.206689769230769
2016-03-09,39.0,5.011004589285714
2016-03-10,37.6,3.9579494545454548
2016-03-10,37.7,4.808140799999999
2016-03-10,37.8,5.18073675
2016-03-10,37.9,5.098487024390244
2016-03-10,38.0,5.0711142250000005
2016-03-10,38.1,5.034878780487805
2016-03-10,38.2,4.9659308
2016-03-10,38.3,4.954848717948719
2016-03-10,38.4,4.921623923076923
2016-03-10,38.5,4.825990000000001
2016-03-10,38.6,4.604751333333333
2016-03-10,38.7,4.093528205128204
2016-03-10,38.8,3.5578247948717956
2016-03-10,38.9,3.7105350499999994
2016-03-10,39.0,4.315933333333334
2016-03-13,37.6,4.2149274782608686
2016-03-13,37.7,4.859642184210526
2016-03-13,37.8,5.176503421052631
2016-03-13,37.9,5.057828205128205
2016-03-13,38.0,5.080111923076925
2016-03-13,38.1,5.166810307692308
2016-03-13,38.2,5.084687575000001
2016-03-13,38.3,5.004859476190476
2016-03-13,38.4,4.982848804878048
2016-03-13,38.5,4.925885390243902
2016-03-13,38.6,4.801052853658538
2016-03-13,38.7,4.436037439024392
2016-03-13,38.8,3.7324892
2016-03-13,38.9,4.077671820512819
2016-03-13,39.0,5.427504901960785
2016-03-14,37.6,5.769238590909091
2016-03-14,37.7,4.874100942857143
2016-03-14,37.8,5.170197999999999
2016-03-14,37.9,5.406509764705884
2016-03-14,38.0,5.457648454545454
2016-03-14,38.1,5.6048490882352935
2016-03-14,38.2,5.735396999999999
2016-03-14,38.3,5.754865666666666
2016-03-14,38.4,5.756590264705882
2016-03-14,38.5,5.768250970588236
2016-03-14,38.6,5.810636114285714
2016-03-14,38.7,5.804221250000002
2016-03-14,38.8,5.697215314285714
2016-03-14,38.9,5.018473371428571
2016-03-14,39.0,4.745039217391304
2016-03-16,37.6,5.725304428571431
2016-03-16,37.7,5.970349190476192
2016-03-16,37.8,6.087954124999999
2016-03-16,37.9,5.8255167000000005
2016-03-16,38.0,5.861233358974361
2016-03-16,38.1,5.802518743589743
2016-03-16,38.2,5.63705217948718
2016-03-16,38.3,5.554575774999999
2016-03-16,38.4,5.548387357142858
2016-03-16,38.5,5.417471452380952
2016-03-16,38.6,5.270764386363637
2016-03-16,38.7,5.001499227272728
2016-03-16,38.8,4.2777242499999995
2016-03-16,38.9,4.562415977272727
2016-03-16,39.0,5.999137124999999
2016-03-17,37.6,7.216726093750001
2016-03-17,37.7,5.530248657142857
2016-03-17,37.8,5.656029333333334
2016-03-17,37.9,5.879735393939395
2016-03-17,38.0,5.970463531250001
2016-03-17,38.1,6.130638424242424
2016-03-17,38.2,6.294821874999999
2016-03-17,38.3,6.334453424242426
2016-03-17,38.4,6.332146937499998
2016-03-17,38.5,6.402182343749999
2016-03-17,38.6,6.482727303030303
2016-03-17,38.7,6.517626000000001
2016-03-17,38.8,6.461347424242424
2016-03-17,38.9,5.968139393939395
2016-03-17,39.0,5.768966555555554
2016-03-18,38.4,5.449879
2016-03-18,38.5,5.4061210000000015
2016-03-18,38.6,5.295999184210525
2016-03-18,38.7,4.968293205128206
2016-03-18,38.8,4.3224282051282055
2016-03-18,38.9,4.663034219512194
2016-03-18,39.0,6.5341489107142845
2016-03-19,37.5,5.733743299999998
2016-03-19,37.6,5.87649394736842
2016-03-19,37.7,6.111298282051282
2016-03-19,37.8,5.993807743589743
2016-03-19,37.9,5.9003675
2016-03-19,38.0,5.854014538461538
2016-03-19,38.1,5.826495769230769
2016-03-19,38.2,5.638903447368422
2016-03-19,38.3,5.507045578947368
2016-03-19,38.4,5.455445545454546
2016-03-21,37.6,8.389288868421053
2016-03-21,37.7,6.956296200000001
2016-03-21,37.8,7.23351015151515
2016-03-21,37.9,7.40245917142857
2016-03-21,38.0,7.5532969696969685
2016-03-21,38.1,7.589981352941177
2016-03-21,38.2,7.683989235294117
2016-03-21,38.3,7.4949696969697
2016-03-21,38.4,7.303785264705882
2016-03-21,38.5,7.349936424242423
2016-03-21,38.6,7.115685323529412
2016-03-21,38.7,6.920236393939391
2016-03-21,38.8,6.521871617647057
2016-03-21,38.9,5.8077939999999995
2016-03-21,39.0,5.785710774193548
2016-03-23,37.6,5.649468999999999
2016-03-23,37.7,6.097480025
2016-03-23,37.8,6.294273512820514
2016-03-23,37.9,6.150354999999999
2016-03-23,38.0,6.082342794871796
2016-03-23,38.1,6.078956699999999
2016-03-23,38.2,5.9341000243902435
2016-03-23,38.3,5.768575824999999
2016-03-23,38.4,5.69819557894737
2016-03-23,38.5,5.55124964102564
2016-03-23,38.6,5.376222567567568
2016-03-23,38.7,5.040884702702703
2016-03-23,38.8,4.58541072972973
2016-03-23,38.9,5.125164175000001
2016-03-23,39.0,5.796580120000001
2016-03-25,37.6,7.177924304347827
2016-03-25,37.7,6.633663945945946
2016-03-25,37.8,6.943612257142857
