Date,Latitude,Saturation
2016-04-11,38.5,102.90182015789473
2016-04-11,38.6,103.744479125
2016-04-11,38.7,105.40142539473688
2016-04-11,38.8,105.08581147368422
2016-04-11,38.9,103.62260963157892
2016-04-11,39.0,104.30924236363636
2016-04-14,37.6,103.25437487499998
2016-04-14,37.7,99.56412704761905
2016-04-14,37.8,100.3340040487805
2016-04-14,37.9,101.93162697619049
2016-04-14,38.0,101.48117882926829
2016-04-14,38.1,102.69460311904761
2016-04-14,38.2,104.43460407500001
2016-04-14,38.3,104.45113090476191
2016-04-14,38.4,102.85770832500002
2016-04-14,38.5,102.04537502500003
2016-04-14,38.6,103.34318376923073
2016-04-14,38.7,102.85609657894736
2016-04-14,38.8,101.68820173684212
2016-04-14,38.9,100.55038289189189
2016-04-14,39.0,82.68398654054053
2016-04-15,37.6,81.30819088095238
2016-04-15,37.7,98.94397050000002
2016-04-15,37.8,96.7501665714286
2016-04-15,37.9,95.40166664705885
2016-04-15,38.0,94.81097222222223
2016-04-15,38.1,96.92770833333336
2016-04-15,38.2,99.33990200000002
2016-04-22,38.9,95.52325197560975
2016-04-22,39.0,80.06649273913044
2016-04-25,37.6,59.675705153846174
2016-04-25,37.7,91.52412033333331
2016-04-25,37.8,93.19790482857142
2016-04-25,37.9,93.63657142857144
2016-04-25,38.0,95.0030952857143
2016-04-25,38.1,97.95400000000001
2016-04-25,38.2,97.1262143142857
2016-04-25,38.3,98.91992854285714
2016-04-25,38.4,98.97128784848485
2016-04-25,38.5,99.08207075757576
2016-04-25,38.6,99.55315663636367
2016-04-25,38.7,100.40214648484849
2016-04-25,38.8,99.48424487500002
2016-04-25,38.9,102.04853608108108
2016-04-28,39.0,11.9495835
2016-05-06,38.9,85.90080248148149
2016-05-06,39.0,66.54837502500001
2016-05-09,37.6,88.2375000000001
2016-05-09,37.7,88.23750000000004
2016-05-09,37.8,88.23750000000005
2016-05-09,37.9,88.23750000000004
2016-05-09,38.0,88.23750000000004
2016-05-09,38.1,88.23750000000004
2016-05-09,38.2,88.23750000000004
2016-05-09,38.3,88.23750000000004
2016-05-09,38.4,88.23750000000003
2016-05-09,38.5,88.23750000000004
2016-05-09,38.6,88.23750000000004
2016-05-09,38.7,88.23750000000004
2016-05-09,38.8,88.23750000000004
2016-05-09,38.9,88.23750000000003
2016-05-09,39.0,88.2375
2016-05-11,37.6,95.17594704545455
2016-05-11,37.7,96.51005434782611
2016-05-11,37.8,103.91156252083336
2016-05-11,37.9,106.3561170212766
2016-05-11,38.0,103.60367752173916
2016-05-11,38.1,103.44333326666666
2016-05-11,38.2,102.33184106976742
2016-05-11,38.3,102.19166664285714
2016-05-11,38.4,102.0041667073171
2016-05-11,38.5,101.41766253658537
2016-05-11,38.6,100.93625002500002
2016-05-11,38.7,97.72322917499997
2016-05-11,38.8,93.76523805714284
2016-05-11,38.9,89.39704165000002
2016-05-11,39.0,61.147243615384625
2016-05-17,38.8,94.98638877777778
2016-05-17,38.9,91.94414574999999
2016-05-17,39.0,75.2357222
2016-05-18,37.6,95.28000000000009
2016-05-18,37.7,95.28000000000009
2016-05-18,37.8,95.28000000000009
2016-05-18,37.9,95.28000000000009
2016-05-18,38.0,95.28000000000009
2016-05-18,38.1,95.28000000000009
2016-05-18,38.2,95.28000000000009
2016-05-18,38.3,95.28000000000009
2016-05-18,38.4,95.28000000000009
2016-05-18,38.5,95.28000000000009
2016-05-18,38.6,95.28000000000009
2016-05-18,38.7,95.28000000000009
2016-05-18,38.8,95.28000000000004
2016-05-20,38.8,100.69134255555558
2016-05-20,38.9,106.99821136585366
2016-05-20,39.0,99.72563600000001
2016-05-21,37.6,101.01704754285714
2016-05-21,37.7,98.55456357142856
2016-05-21,37.8,101.79898380487805
2016-05-21,37.9,108.49546504651163
2016-05-21,38.0,107.03573170731705
2016-05-21,38.1,102.38189584999999
2016-05-21,38.2,101.65168697560978
2016-05-21,38.3,100.97181250000001
2016-05-21,38.4,99.95231250000002
2016-05-21,38.5,99.5772863076923
2016-05-21,38.6,99.65989579999999
2016-05-21,38.7,100.42521358974359
2016-05-21,38.8,100.24723490909092
2016-05-23,37.4,45.386826923076924
2016-05-23,37.5,88.65783655769226
2016-05-23,37.6,93.3527477027027
2016-05-23,37.7,94.56370618421052
2016-05-23,37.8,93.73034719444446
2016-05-23,37.9,94.58789478947371
2016-05-23,38.0,99.5651317105263
2016-05-23,38.1,99.7484616153846
2016-05-23,38.2,98.41306235
2016-05-23,38.3,98.26370267045459
2016-05-23,38.4,97.83594589189191
2016-05-23,38.5,97.67758546153848
2016-05-23,38.6,97.66611839473684
2016-05-23,38.7,98.06729166666665
2016-05-23,38.8,98.4487856857143
2016-05-23,38.9,98.47326185714284
2016-05-23,39.0,101.76157889473684
2016-05-24,39.0,55.238610833333325
2016-05-25,38.9,105.777647
2016-05-25,39.0,92.88828711111111
2016-05-26,37.6,85.7199999846154
2016-05-26,37.7,94.02313291139244
2016-05-26,37.8,95.71171053947369
2016-05-26,37.9,98.76709406410254
2016-05-26,38.0,99.51162341558441
2016-05-26,38.1,98.64924444
2016-05-26,38.2,98.32498870270273
2016-05-26,38.3,97.24085523684212
2016-05-26,38.4,96.35444445333333
2016-05-26,38.5,96.87053423076921
2016-05-26,38.6,97.24790648780487
2016-05-26,38.7,98.96656752380953
2016-05-26,38.8,100.32999997674416
2016-05-26,38.9,99.8735632413793
2016-05-27,38.6,97.1816665
2016-05-27,38.7,96.92141412121214
2016-05-27,38.8,98.33110291176467
2016-05-27,38.9,99.93007352941174
2016-05-27,39.0,100.60145825000001
2016-05-29,37.6,100.75211241860464
2016-05-29,37.7,98.57865080952381
2016-05-29,37.8,100.57513888095238
2016-05-29,37.9,103.15085316666665
2016-05-29,38.0,103.73416670731706
2016-05-29,38.1,104.43916663414637
2016-05-29,38.2,104.3172764390244
2016-05-29,38.3,100.53861110256409
2016-05-29,38.4,98.43972223333336
2016-05-29,38.5,99.53390357894739
2016-05-29,38.6,99.19805561538462
2016-05-29,38.7,100.1990872857143
2016-05-29,38.8,100.47721492105264
2016-05-29,38.9,97.00380080487805
2016-05-29,39.0,75.36478071052632
2016-06-01,37.6,71.17333335897433
2016-06-01,37.7,89.22333325641026
2016-06-01,37.8,91.28782048717949
2016-06-01,37.9,92.51873811428571
2016-06-01,38.0,94.47023150000001
2016-06-01,38.1,96.25338094285713
2016-06-01,38.2,97.86361108333334
2016-06-01,38.3,99.30127450000002
2016-06-01,38.4,99.40128565714285
2016-06-01,38.5,99.0595098235294
2016-06-01,38.6,98.59888094285719
2016-06-01,38.7,99.19416661764706
2016-06-01,38.8,99.04283331428573
2016-06-01,38.9,100.54470588235296
2016-06-01,39.0,102.2518939090909
2016-06-02,37.6,102.05249999999997
2016-06-02,37.7,102.0524999999999
2016-06-02,37.8,102.0524999999999
2016-06-02,37.9,102.0524999999999
2016-06-02,38.0,102.0524999999999
2016-06-02,38.1,102.0524999999999
2016-06-02,38.2,102.0524999999999
2016-06-02,38.3,102.0524999999999
2016-06-02,38.4,102.0524999999999
2016-06-02,38.5,102.0524999999999
2016-06-02,38.6,102.0524999999999
2016-06-02,38.7,102.05249999999988
2016-06-02,38.8,102.0524999999999
2016-06-02,38.9,102.05249999999988
2016-06-02,39.0,102.05249999999987
2016-06-05,37.6,71.63369188372093
2016-06-05,37.7,90.19871431428571
2016-06-05,37.8,90.75747686111112
2016-06-05,37.9,93.2803152972973
2016-06-05,38.0,95.84893511111109
2016-06-05,38.1,96.14918654761904
2016-06-05,38.2,96.92279165000001
2016-06-05,38.3,97.29177935135134
2016-06-05,38.4,98.30626129729733
2016-06-05,38.5,97.95497691666664
2016-06-05,38.6,97.00085647222225
2016-06-05,38.7,98.65150461111114
2016-06-05,38.8,100.58400902702702
2016-06-05,38.9,102.42926185714283
2016-06-05,39.0,106.93699260869566
2016-06-09,39.0,111.62750000000004
2016-06-13,37.6,69.13334523809525
2016-06-13,37.7,90.54028702777777
2016-06-13,37.8,95.11029275675673
2016-06-13,37.9,99.3318469189189
2016-06-13,38.0,96.95946752777779
2016-06-13,38.1,96.75793857894737
2016-06-13,38.2,96.54518024324324
2016-06-13,38.3,97.69635127027027
2016-06-13,38.4,97.6297221111111
2016-06-13,38.5,96.37594597297297
2016-06-13,38.6,95.33099536111109
2016-06-13,38.7,94.66127194736843
2016-06-13,38.8,95.78947368421056
2016-06-13,38.9,97.25923427027028
2016-06-13,39.0,100.13245621052631
2016-06-29,38.9,73.7916665
2016-06-29,39.0,29.967032512195118
2016-06-30,37.6,74.82333300000002
2016-06-30,37.7,74.82333299999996
2016-06-30,37.8,74.82333299999996
2016-06-30,37.9,74.82333299999996
2016-06-30,38.0,74.82333299999995
2016-06-30,38.1,74.82333299999996
2016-06-30,38.2,74.82333299999996
2016-06-30,38.3,74.82333299999995
2016-06-30,38.4,74.82333299999995
2016-06-30,38.5,74.82333299999995
2016-06-30,38.6,74.82333299999995
2016-06-30,38.7,74.82333299999996
2016-06-30,38.8,74.82333299999996
2016-06-30,38.9,74.82333299999998
2016-07-14,37.6,95.4661525531915
2016-07-14,37.7,97.72189026829271
2016-07-14,37.8,96.1623503846154
2016-07-14,37.9,97.06126019512197
2016-07-14,38.0,94.92420951282052
2016-07-14,38.1,95.27298782926832
2016-07-14,38.2,96.242250025
2016-07-14,38.3,94.28623978048778
2016-07-14,38.4,95.19573637209302
2016-07-14,38.5,94.65042685365856
2016-07-14,38.6,95.26504167500002
2016-07-14,38.7,102.34277085
2016-07-14,38.8,109.23957266666665
2016-07-14,38.9,105.46452992307692
2016-07-14,39.0,76.46335143478261
2016-07-16,37.6,41.25728393333334
2016-07-16,37.7,81.55817080487803
2016-07-16,37.8,88.14571136585364
2016-07-16,37.9,91.02139585000002
2016-07-16,38.0,91.64357140476193
2016-07-16,38.1,92.37500006976744
2016-07-16,38.2,90.6448412142857
2016-07-16,38.3,90.47416672499999
2016-07-16,38.4,90.39471492105265
2016-07-16,38.5,90.62878383783784
2016-07-16,38.6,90.37396386486485
2016-07-16,38.7,90.6684490277778
2016-07-16,38.8,89.02316662857142
2016-07-16,38.9,90.96416665714287
2016-07-16,39.0,94.65657422222222
2016-07-22,38.9,58.380416499999995
2016-07-22,39.0,27.2775595
2016-08-03,37.6,64.56170312500001
2016-08-03,37.7,81.88604166666667
2016-08-03,37.8,83.05310194444444
2016-08-03,37.9,85.0587963611111
2016-08-03,38.0,87.20150455555556
2016-08-03,38.1,85.44060810810811
2016-08-03,38.2,83.83357457894738
2016-08-03,38.3,82.64680555555556
2016-08-03,38.4,81.99789352777778
2016-08-03,38.5,83.18564282857142
2016-08-03,38.6,83.33809522857143
2016-08-03,38.7,84.31983328571434
2016-08-03,38.8,87.78854751428574
2016-08-03,38.9,92.88914217647063
2016-08-03,39.0,92.46833325
2016-08-04,39.0,92.71999999999998
2016-08-05,38.9,111.00958337500002
2016-08-05,39.0,87.10864621538465
2016-08-06,37.6,100.69299138461538
2016-08-06,37.7,98.72432176744185
2016-08-06,37.8,100.49463179069768
2016-08-06,37.9,99.37362406976743
2016-08-06,38.0,97.43106669999999
2016-08-06,38.1,97.34691672500001
2016-08-06,38.2,96.16468749999999
2016-08-06,38.3,90.88050000000001
2016-08-06,38.4,89.261854125
2016-08-06,38.5,90.1914227804878
2016-08-06,38.6,94.2611381707317
2016-08-06,38.7,104.0177326046512
2016-08-06,38.8,110.28178029545455
2016-08-06,38.9,105.68950003333336
2016-08-08,37.6,20.532069
2016-08-08,37.7,74.42338099999999
2016-08-08,37.8,87.51426194285715
2016-08-08,37.9,87.29354158333334
2016-08-08,38.0,89.68666665714287
2016-08-08,38.1,89.59606480555551
2016-08-08,38.2,86.72326191428571
2016-08-08,38.3,85.78476855555557
2016-08-08,38.4,86.68626185714288
2016-08-08,38.5,85.38664347222223
2016-08-08,38.6,84.4874999714286
2016-08-08,38.7,88.22236116666669
2016-08-08,38.8,94.7303070263158
2016-08-08,38.9,112.39731483333334
2016-08-08,39.0,117.10527783333333
2016-08-11,38.9,116.62717253571427
2016-08-11,39.0,81.08103054999995
2016-08-12,37.6,101.32837607692308
2016-08-12,37.7,96.52992253488372
2016-08-12,37.8,100.47099209523809
2016-08-12,37.9,101.51604646511625
2016-08-12,38.0,105.33521323255813
2016-08-12,38.1,103.82325395238095
2016-08-12,38.2,95.26176353488374
2016-08-12,38.3,93.28715120930232
2016-08-12,38.4,90.42808711363637
2016-08-12,38.5,88.80467384782607
2016-08-12,38.6,87.17267043181819
2016-08-12,38.7,93.84507933333335
2016-08-12,38.8,111.488583325
2016-08-12,38.9,113.43048599999999
2016-08-14,37.4,0.15630942857142857
2016-08-14,37.5,94.7587603703704
2016-08-14,37.6,95.06616234210526
2016-08-14,37.7,93.88207202702702
2016-08-14,37.8,92.57069818918919
2016-08-14,37.9,94.47894140540541
2016-08-14,38.0,113.53800434210525
2016-08-14,38.1,116.28987161538463
2016-08-14,38.2,108.3560683076923
2016-08-14,38.3,97.68166660526316
2016-08-14,38.4,93.14002251351354
2016-08-14,38.5,89.5358332702703
2016-08-14,38.6,88.19660081578948
2016-08-14,38.7,88.4348465263158
2016-08-14,38.8,93.9419079210526
2016-08-14,38.9,100.06441440540539
2016-08-14,39.0,103.13333333333335
2016-09-03,37.6,35.9473864090909
2016-09-03,37.7,71.08274990000001
2016-09-04,37.7,73.3869445
2016-09-04,37.8,72.8704629166667
2016-09-04,37.9,76.14784716666668
2016-09-04,38.0,75.6321064722222
2016-09-04,38.1,76.42659916216219
2016-09-04,38.2,77.0700900810811
2016-09-04,38.3,78.23768525000001
2016-09-04,38.4,79.76592857142857
2016-09-04,38.5,80.73469908333331
2016-09-04,38.6,82.05445948648651
2016-09-04,38.7,82.96032402777782
2016-09-04,38.8,83.96288097142855
2016-09-04,38.9,81.72485722857144
2016-09-04,39.0,81.2420666
2016-09-05,38.9,71.49962644827589
2016-09-05,39.0,44.21243058333334
2016-09-06,37.6,94.30637093548388
2016-09-06,37.7,89.40160855813951
2016-09-06,37.8,83.96277134883722
2016-09-06,37.9,85.50288765116278
2016-09-06,38.0,85.30835323809525
2016-09-06,38.1,85.63722914999997
2016-09-06,38.2,84.46494050000004
2016-09-06,38.3,85.90227639024391
2016-09-06,38.4,85.42825202439025
2016-09-06,38.5,83.9839836585366
2016-09-06,38.6,83.444612372093
2016-09-06,38.7,82.95817461904764
2016-09-06,38.8,83.04949273913043
2016-09-06,38.9,80.73544861538461
2016-09-20,37.6,38.48249994736842
2016-09-20,37.7,63.10587500000001
2016-09-20,37.8,68.79686935135136
2016-09-20,37.9,72.7731081081081
2016-09-20,38.0,76.2367104210526
2016-09-20,38.1,80.38418924324324
2016-09-20,38.2,83.14628381081079
2016-09-20,38.3,82.56702700000001
2016-09-20,38.4,82.81810188888889
2016-09-20,38.5,82.95028653125
2016-09-21,38.5,83.095625
2016-09-21,38.6,83.07550922222221
2016-09-21,38.7,85.32219507317073
2016-09-21,38.8,86.7680555
2016-09-21,38.9,88.70982463157894
2016-09-21,39.0,87.78624991666668
2016-09-23,39.0,48.46084846666666
2016-09-28,37.6,76.05468997674419
2016-09-28,37.7,76.6977082954545
2016-09-28,37.8,76.15244186046512
2016-09-28,37.9,77.56135662790696
2016-09-28,38.0,80.40011113333334
2016-09-28,38.1,80.12896343902439
2016-09-28,38.2,81.15047611904762
2016-09-28,38.3,80.16773804761907
2016-09-28,38.4,80.42385660465115
2016-09-28,38.5,80.50713539583332
2016-09-28,38.6,79.6645
2016-09-28,38.7,74.05325756818183
2016-09-28,38.8,71.74244318181817
2016-09-28,38.9,65.2418939318182
2016-09-28,39.0,36.85595685185185
2016-10-08,38.9,34.393044884615385
2016-10-08,39.0,0.09568183333333334
2016-10-09,37.6,80.43027775000002
2016-10-09,37.7,87.21585188888889
2016-10-09,37.8,82.18248146666664
2016-10-09,37.9,79.72244320454544
2016-10-09,38.0,76.97017052272729
2016-10-09,38.1,76.84936595652175
2016-10-09,38.2,76.72270825
2016-10-09,38.3,76.26016304347827
2016-10-09,38.4,75.591773
2016-10-09,38.5,74.53583334042551
2016-10-09,38.6,73.16395831250001
2016-10-09,38.7,67.55973399999998
2016-10-09,38.8,61.855170454545465
2016-10-09,38.9,55.675312437500004
2016-10-10,37.6,73.0505213622754
2016-10-10,37.7,73.20494183720932
2016-10-10,37.8,78.73996026190476
2016-10-10,37.9,79.24926355813955
2016-10-10,38.0,79.39835323809523
2016-10-10,38.1,78.26632928571429
2016-10-10,38.2,78.2838566511628
2016-10-10,38.3,79.19592105263159
2016-10-11,38.3,79.935
2016-10-11,38.4,80.00872099999998
2016-10-11,38.5,80.70003971428571
2016-10-11,38.6,81.07062492499998
2016-10-11,38.7,80.94510163414631
2016-10-11,38.8,81.5034614871795
2016-10-11,38.9,78.31341669999999
2016-10-11,39.0,77.00144314634146
