Date,Latitude,Oxygen
2015-11-29,38.5,291.2851367761194
2015-11-29,38.6,293.6428835396825
2015-11-29,38.7,297.0908472333334
2015-11-29,38.8,302.2411207068966
2015-11-29,38.9,301.8009413148148
2015-11-29,39.0,307.890119
2015-12-04,38.7,301.9743026938774
2015-12-04,38.8,304.53694608383216
2015-12-04,38.9,304.87237799999997
2015-12-04,39.0,277.5735538222224
2015-12-05,37.6,329.0132540000001
2015-12-05,37.7,325.81199652083336
2015-12-05,37.8,318.4746598571429
2015-12-05,37.9,310.31653063265304
2015-12-05,38.0,305.4724199038462
2015-12-05,38.1,298.4856500399999
2015-12-05,38.2,294.98279413725487
2015-12-05,38.3,294.1909150392156
2015-12-05,38.4,297.77306090384616
2015-12-05,38.5,295.56262575471703
2015-12-05,38.6,296.9319217755102
2015-12-05,38.7,298.87458325
2015-12-06,37.6,58.43499999999996
2015-12-06,37.7,58.43499999999995
2015-12-06,37.8,58.43499999999996
2015-12-06,37.9,58.43499999999996
2015-12-06,38.0,58.43499999999995
2015-12-06,38.1,58.43499999999995
2015-12-06,38.2,58.43499999999995
2015-12-06,38.3,58.43499999999995
2015-12-06,38.4,58.43499999999995
2015-12-06,38.5,58.43499999999995
2015-12-06,38.6,58.43499999999995
2015-12-06,38.7,58.43499999999995
2015-12-06,38.8,58.43499999999995
2015-12-06,38.9,58.43499999999995
2015-12-06,39.0,58.43499999999996
2015-12-08,37.6,316.31650300000007
2015-12-08,37.7,331.53935604545467
2015-12-08,37.8,326.42303025000007
2015-12-08,37.9,319.4932963111112
2015-12-08,38.0,312.13318843478265
2015-12-08,38.1,307.34912881818184
2015-12-08,38.2,305.4038825909091
2015-12-08,38.3,304.6790530454545
2015-12-08,38.4,306.27811108888886
2015-12-08,38.5,305.2717802272727
2015-12-08,38.6,303.4669503617021
2015-12-08,38.7,305.5668840217392
2015-12-08,38.8,305.45837035555553
2015-12-08,38.9,310.90407408888893
2015-12-08,39.0,317.1032872222222
2015-12-09,38.3,300.9710416363636
2015-12-09,38.4,302.2150163333333
2015-12-09,38.5,302.3101886981132
2015-12-09,38.6,301.5228549814815
2015-12-09,38.7,303.328378
2015-12-09,38.8,303.35467838596486
2015-12-09,38.9,308.6830247037038
2015-12-09,39.0,286.2977480243902
2015-12-10,37.6,328.97578129687497
2015-12-10,37.7,335.07765304081624
2015-12-10,37.8,322.2634000400001
2015-12-10,37.9,313.9128571836735
2015-12-10,38.0,306.78366662
2015-12-10,38.1,302.5189234999999
2015-12-10,38.2,302.79181969387747
2015-12-10,38.3,301.71049980000004
2015-12-12,37.4,248.72474609090906
2015-12-12,37.5,331.4415833538462
2015-12-12,37.6,336.2211734489795
2015-12-12,37.7,330.1155381666667
2015-12-12,37.8,323.97779514583334
2015-12-12,37.9,318.0823437916667
2015-12-12,38.0,314.3578723404255
2015-12-12,38.1,308.4289184255319
2015-12-12,38.2,305.80143788235284
2015-12-12,38.3,303.9814743653846
2015-12-12,38.4,305.3464795918367
2015-12-12,38.5,305.29378933962266
2015-12-12,38.6,305.87889419230765
2015-12-12,38.7,305.4435803333334
2015-12-12,38.8,304.1473831052631
2015-12-12,38.9,309.1051441923077
2015-12-12,39.0,312.0742948205129
2015-12-13,37.6,333.2107894736843
2015-12-13,37.7,331.7207652857143
2015-12-13,37.8,325.00270837500005
2015-12-13,37.9,316.35649667346945
2015-12-13,38.0,311.8482291666666
2015-12-13,38.1,308.7009863469388
2015-12-13,38.2,306.3817535
2015-12-13,38.3,305.791267375
2015-12-13,38.4,304.92810452941177
2015-12-13,38.5,305.3986274705882
2015-12-13,38.6,304.27931082692305
2015-12-13,38.7,305.51879084313725
2015-12-13,38.8,306.40063723529414
2015-12-13,38.9,312.1377951458333
2015-12-13,39.0,294.1885826166666
2015-12-14,37.6,317.58847373913045
2015-12-14,37.7,332.2397404590164
2015-12-14,37.8,325.46554165000015
2015-12-14,37.9,317.99282484745765
2015-12-14,38.0,313.41237284745756
2015-12-14,38.1,310.0335087192982
2015-12-14,38.2,308.6214689491526
2015-12-14,38.3,311.3018852786886
2015-12-14,38.4,313.31033598387097
2015-12-14,38.5,312.66002482089544
2015-12-14,38.6,311.6314855362318
2015-12-14,38.7,310.91578044444435
2015-12-14,38.8,309.14073609999997
2015-12-14,38.9,310.7600430862069
2015-12-14,39.0,315.39027776190477
2015-12-18,37.6,341.3449462580647
2015-12-18,37.7,340.27102939215683
2015-12-18,37.8,328.91506799999996
2015-12-18,37.9,320.53272570833326
2015-12-18,38.0,316.6196874374999
2015-12-18,38.1,309.60973958333324
2015-12-18,38.2,307.1375868125
2015-12-18,38.3,306.83668335999994
2015-12-18,38.4,307.58302726530616
2015-12-18,38.5,307.33375815686276
2015-12-18,38.6,307.10243460784307
2015-12-18,38.7,307.09937496153833
2015-12-18,38.8,309.85630000000003
2015-12-18,38.9,311.5979591836735
2015-12-18,39.0,291.94974248936177
2015-12-21,37.6,101.95748907865166
2015-12-21,37.7,343.2936296666667
2015-12-21,37.8,335.28964998000004
2015-12-21,37.9,326.7348263958333
2015-12-21,38.0,321.992971
2015-12-21,38.1,313.2211851999999
2015-12-21,38.2,310.9019999777778
2015-12-21,38.3,311.2505370666667
2015-12-21,38.4,311.1154347826087
2015-12-21,38.5,311.63035188888875
2015-12-21,38.6,313.8736296
2015-12-21,38.7,314.1216852
2015-12-21,38.8,316.22077649999994
2015-12-21,38.9,319.19224799999995
2015-12-21,39.0,322.14770835
2015-12-28,37.6,301.4717499545455
2016-01-14,37.8,272.5438124583333
2016-01-14,37.9,340.14149564102564
2016-01-14,38.0,342.46782892105267
2016-01-14,38.1,337.1963034615384
2016-01-14,38.2,330.16166670731707
2016-01-14,38.3,330.0392735641026
2016-01-14,38.4,332.1299785897436
2016-01-14,38.5,333.8683334054053
2016-01-14,38.6,335.36630635135145
2016-01-14,38.7,336.22123802857135
2016-01-14,38.8,337.0708333529411
2016-01-14,38.9,333.35799997142857
2016-01-14,39.0,302.7000183846154
2016-01-15,37.6,358.4097348863636
2016-01-15,37.7,348.8888247692307
2016-01-15,37.8,341.78950858974355
2016-01-15,37.9,338.5366453333334
2016-01-15,38.0,332.52211543589755
2016-01-15,38.1,325.45853068421053
2016-01-15,38.2,325.81561964102565
2016-01-15,38.3,326.07380343589745
2016-01-15,38.4,325.53730771794875
2016-01-15,38.5,326.218770825
2016-01-15,38.6,328.4595121707317
2016-01-15,38.7,332.51154164999997
2016-01-15,38.8,338.83964582500005
2016-01-15,38.9,355.01560980487807
2016-01-15,39.0,387.220747137931
2016-01-20,37.6,312.1796494444445
2016-01-20,37.7,365.98175439473675
2016-01-20,37.8,363.1744144324324
2016-01-20,37.9,358.74342113157894
2016-01-20,38.0,353.08489028947366
2016-01-20,38.1,348.7039415135136
2016-01-20,38.2,341.58493237837837
2016-01-20,38.3,340.29361117948713
2016-01-20,38.4,339.1358114736842
2016-01-20,38.5,338.50171162162167
2016-01-20,38.6,342.85282892105266
2016-01-20,38.7,345.39842594444445
2016-01-20,38.8,346.29057869444443
2016-01-20,38.9,349.4214048285715
2016-01-20,39.0,351.74948723076926
2016-01-21,37.6,371.9346938775511
2016-01-21,37.7,360.2582082999999
2016-01-21,37.8,351.336687
2016-01-21,37.9,344.72108332500005
2016-01-21,38.0,340.52716660000004
2016-01-21,38.1,333.4992521794872
2016-01-21,38.2,332.61025641025634
2016-01-21,38.3,333.61856833333337
2016-01-21,38.4,332.5762719736842
2016-01-21,38.5,333.2037162162162
2016-01-21,38.6,338.1149998648649
2016-01-21,38.7,341.7821991666666
2016-01-21,38.8,341.8495139444445
2016-01-21,38.9,346.36284719444444
2016-01-21,39.0,275.32260425000004
2016-01-25,37.6,332.05283333333335
2016-01-25,37.7,391.3284148157894
2016-01-25,37.8,384.47989031578953
2016-01-25,37.9,379.7301097105264
2016-01-25,38.0,372.06039476315783
2016-01-25,38.1,368.16865744444453
2016-01-25,38.2,363.4628935833333
2016-01-25,38.3,357.9713063783784
2016-01-25,38.4,355.1056190571429
2016-01-25,38.5,357.17209522857155
2016-01-25,38.6,361.3346904571429
2016-01-25,38.7,361.9272058235294
2016-01-25,38.8,366.0606862647059
2016-01-25,38.9,366.3775476571429
2016-01-25,39.0,338.6597105714285
2016-01-26,37.6,377.8850081666667
2016-01-26,37.7,376.3120305211267
2016-01-26,37.8,363.9506222133334
2016-01-26,37.9,353.0614301891891
2016-01-26,38.0,347.2394517894738
2016-01-26,38.1,343.55241231578947
2016-01-26,38.2,344.4390679342106
2016-01-26,38.3,345.5428679610388
2016-01-26,38.4,347.2216971463415
2016-01-26,38.5,348.57468439393944
2016-01-26,38.6,350.8719767441861
2016-01-26,38.7,353.4404166428571
2016-01-26,38.8,356.7077845609756
2016-01-26,38.9,370.75026419512193
2016-01-26,39.0,381.27637924137935
2016-01-27,38.5,357.7523889333333
2016-01-27,38.6,359.70645239999993
2016-01-27,38.7,359.7986520882353
2016-01-27,38.8,360.56446076470587
2016-01-27,38.9,370.69913286486496
2016-01-27,39.0,351.2116288409091
2016-01-28,37.6,389.24561279411773
2016-01-28,37.7,384.3345298974359
2016-01-28,37.8,370.3530208000001
2016-01-28,37.9,357.5658545897436
2016-01-28,38.0,354.20844015384614
2016-01-28,38.1,347.8473464473684
2016-01-28,38.2,344.982354175
2016-01-28,38.3,343.65993418421056
2016-01-28,38.4,344.20517094871786
2016-01-28,38.5,348.3095394473684
2016-01-28,38.6,350.09216670000006
2016-01-28,38.7,353.5819583500001
2016-01-28,38.8,362.96191056097564
2016-01-28,38.9,361.85694433333333
2016-01-30,37.6,305.58574288888894
2016-01-30,37.7,355.4130128717948
2016-01-30,37.8,359.0016665
2016-01-31,37.8,360.15990986486486
2016-01-31,37.9,364.75177628947364
2016-01-31,38.0,364.5375219210526
2016-01-31,38.1,363.3905630000001
2016-01-31,38.2,360.03463962162164
2016-01-31,38.3,353.5670496486486
2016-01-31,38.4,351.3637161621622
2016-01-31,38.5,348.9028153513513
2016-01-31,38.6,351.664572108108
2016-01-31,38.7,356.93717105263164
2016-01-31,38.8,362.9581623846154
2016-01-31,38.9,369.32431625641027
2016-01-31,39.0,364.02051720689656
2016-02-01,37.6,368.11135184444447
2016-02-01,37.7,381.1023464736843
2016-02-01,37.8,373.6536431923077
2016-02-01,37.9,365.4620370277778
2016-02-01,38.0,361.3556868918918
2016-02-01,38.1,362.8711643972603
2016-02-01,38.2,360.664188631579
2016-02-01,38.3,356.58260968421064
2016-02-01,38.4,354.009802618421
2016-02-01,38.5,353.3756222
2016-02-01,38.6,355.46584462162156
2016-02-01,38.7,359.2539455102041
2016-02-01,38.8,361.6804792
2016-02-01,38.9,380.8850214102565
2016-02-01,39.0,377.6098413333334
2016-02-02,38.7,356.9342014583333
2016-02-02,38.8,357.3366406562499
2016-02-02,38.9,358.3502526363636
2016-02-02,39.0,336.4624300967742
2016-02-16,37.6,0.411538
2016-02-16,38.1,63.276860235294116
2016-02-16,38.2,8.548147883720928
2016-02-16,38.3,0.5316269523809526
2016-02-16,38.4,0.21275792857142858
2016-02-16,38.5,0.18779769047619047
2016-02-16,38.6,137.33443186363635
2016-02-16,38.7,341.5131745476191
2016-02-16,38.8,313.91808325
2016-02-16,38.9,193.83483335
2016-02-16,39.0,82.92186106666664
2016-02-17,38.9,377.3762612702703
2016-02-17,39.0,351.377388425926
2016-02-18,37.6,375.4041110888889
2016-02-18,37.7,362.684812525
2016-02-18,37.8,369.1653966904763
2016-02-18,37.9,373.057170511628
2016-02-18,38.0,366.6986240697675
2016-02-18,38.1,358.6328875813953
2016-02-18,38.2,354.9390079047619
2016-02-18,38.3,354.2095238333333
2016-02-18,38.4,352.6560038181818
2016-02-18,38.5,351.86187497727275
2016-02-18,38.6,356.71736738636366
2016-02-18,38.7,365.61559526190484
2016-02-18,38.8,371.76374997500005
2016-02-18,38.9,375.28611133333334
2016-02-19,37.6,329.40695569230763
2016-02-19,37.7,356.35846153846154
2016-02-19,37.8,357.7092307179487
2016-02-19,37.9,357.1027137179487
2016-02-19,38.0,367.89910253846153
2016-02-19,38.1,367.2127191842105
2016-02-19,38.2,359.4143201315789
2016-02-19,38.3,353.1427438292682
2016-02-19,38.4,351.25350876315787
2016-02-19,38.5,348.52049148717947
2016-02-19,38.6,348.7561585609756
2016-02-19,38.7,354.2587103333333
2016-02-19,38.8,362.60694443589756
2016-02-19,38.9,371.5398291025641
2016-02-19,39.0,373.9697618571428
2016-02-21,37.6,384.8033332
2016-02-21,37.7,380.19839429268285
2016-02-21,37.8,382.68032944186047
2016-02-21,37.9,397.40534560975607
2016-02-21,38.0,386.8624187560976
2016-02-21,38.1,374.4060975609757
2016-02-21,38.2,365.46672619047615
2016-02-21,38.3,363.08445117073177
2016-02-21,38.4,360.5645121463413
2016-02-21,38.5,358.84278458536585
2016-02-21,38.6,362.30552085
2016-02-21,38.7,373.51298244736836
2016-02-21,38.8,382.4946710789474
2016-02-21,38.9,392.5619516578947
2016-02-21,39.0,351.31747021428566
2016-02-22,37.6,308.55414889361697
2016-02-22,37.7,360.0419999999999
2016-02-22,37.8,360.3358094571429
2016-02-22,37.9,370.63902774999997
2016-02-22,38.0,382.93604765714286
2016-02-22,38.1,376.57252322222223
2016-02-22,38.2,359.8033565277777
2016-02-22,38.3,346.3411035945944
2016-02-22,38.4,358.25103610810817
2016-02-22,38.5,360.721666625
2016-02-22,38.6,356.87705123076927
2016-02-22,38.7,356.47619661538465
2016-02-22,38.8,363.06685417499995
2016-02-22,38.9,375.53504167499995
2016-02-22,39.0,378.89083325
2016-02-23,37.6,386.8692619428572
2016-02-23,37.7,382.6871951463415
2016-02-23,37.8,383.514007952381
2016-02-23,37.9,390.2139484047619
2016-02-23,38.0,381.1984958780488
2016-02-23,38.1,372.10368754999996
2016-02-23,38.2,365.8940207749999
2016-02-23,38.3,363.548312425
2016-02-23,38.4,361.1531196153845
2016-02-23,38.5,359.4536402894737
2016-02-23,38.6,361.20014951282053
2016-02-23,38.7,368.0754605789473
2016-02-23,38.8,375.4688888205129
2016-02-23,38.9,392.32070512820513
2016-02-23,39.0,372.55804809615387
2016-02-24,37.4,289.18094775000003
2016-02-25,37.6,311.36868989830504
2016-02-25,37.7,375.6391025384615
2016-02-25,37.8,377.37054045945945
2016-02-25,37.9,385.82777021621615
2016-02-25,38.0,400.6878728421052
2016-02-25,38.1,394.19856480555546
2016-02-25,38.2,383.35684683783785
2016-02-25,38.3,375.0212963055555
2016-02-25,38.4,372.73317567567557
2016-02-25,38.5,370.6014414054055
2016-02-25,38.6,363.9304279459459
2016-02-25,38.7,359.7093468378378
2016-02-25,38.8,362.93004499999995
2016-02-25,38.9,374.46704956756747
2016-02-25,39.0,383.35324066666664
2016-03-01,37.6,309.38858000000005
2016-03-01,37.7,377.00199557894746
2016-03-01,37.8,383.5495175526315
2016-03-01,37.9,399.0288288378377
2016-03-01,38.0,401.1747297999999
2016-03-01,38.1,381.5657456842105
2016-03-01,38.2,369.18445937837845
2016-03-01,38.3,366.6973903947369
2016-03-01,38.4,369.4291667027026
2016-03-01,38.5,372.11171291666653
2016-03-01,38.6,370.1625758181818
2016-03-02,38.6,367.67011914285723
2016-03-02,38.7,365.36299997142856
2016-03-02,38.8,367.32573808571425
2016-03-02,38.9,374.1970237714286
2016-03-02,39.0,393.2808333888889
2016-03-05,37.6,396.23085980952374
2016-03-05,37.7,413.8903541499999
2016-03-05,37.8,415.84369658974373
2016-03-05,37.9,412.8043803076923
2016-03-05,38.0,406.74024113157884
2016-03-05,38.1,404.43818379487175
2016-03-05,38.2,397.1342521282052
2016-03-05,38.3,391.57361107692316
2016-03-05,38.4,388.5952708500001
2016-03-05,38.5,384.7113033846154
2016-03-05,38.6,371.17364585000007
2016-03-05,38.7,376.090812
2016-03-05,38.8,385.06747866666666
2016-03-05,38.9,389.42403513157893
2016-03-05,39.0,338.32146668
2016-03-06,37.6,340.62104813043476
2016-03-06,37.7,380.15504754285706
2016-03-06,37.8,397.92261270270274
2016-03-06,37.9,405.6412612432434
2016-03-06,38.0,409.1045601944444
2016-03-06,38.1,403.96109520000005
2016-03-06,38.2,401.60331019444453
2016-03-06,38.3,398.1156018333334
2016-03-06,38.4,398.1884286
2016-03-06,38.5,397.3616190857142
2016-03-06,38.6,391.50847216666676
2016-03-06,38.7,376.72416677142854
2016-03-06,38.8,371.2171527222221
2016-03-06,38.9,383.36030097222215
2016-03-06,39.0,392.263782
2016-03-09,39.0,353.70892623214286
2016-03-10,37.6,401.4402525151515
2016-03-10,37.7,415.1908125
2016-03-10,37.8,407.70691662499996
2016-03-10,37.9,403.6608130487804
2016-03-10,38.0,408.51887495000005
2016-03-10,38.1,403.80656504878044
2016-03-10,38.2,399.6295001
2016-03-10,38.3,394.0969871794872
2016-03-10,38.4,388.3662394615385
2016-03-10,38.5,382.99483327499996
2016-03-10,38.6,371.5155341538462
2016-03-10,38.7,370.2662820512821
2016-03-10,38.8,378.408140974359
2016-03-10,38.9,392.07806255
2016-03-10,39.0,401.4137925
2016-03-13,37.6,408.4700724565219
2016-03-13,37.7,418.28719302631583
2016-03-13,37.8,398.6519079210526
2016-03-13,37.9,403.5816880512822
2016-03-13,38.0,411.6163675641026
2016-03-13,38.1,405.9871581538461
2016-03-13,38.2,403.63743747499996
2016-03-13,38.3,406.6727975952381
2016-03-13,38.4,402.2641462682928
2016-03-13,38.5,390.31735768292685
2016-03-13,38.6,378.558760195122
2016-03-13,38.7,376.6324796341464
2016-03-13,38.8,392.5155207750001
2016-03-13,38.9,408.055940102564
2016-03-13,39.0,392.025215352941
2016-03-14,37.6,368.0780908636363
2016-03-14,37.7,410.36845237142853
2016-03-14,37.8,410.7514461470589
2016-03-14,37.9,394.9002940882352
2016-03-14,38.0,396.5700252424242
2016-03-14,38.1,405.7145588235294
2016-03-14,38.2,404.19300506060597
2016-03-14,38.3,400.76601009090916
2016-03-14,38.4,402.77296573529424
2016-03-14,38.5,400.6669362647058
2016-03-14,38.6,394.5427856571428
2016-03-14,38.7,385.97914355555554
2016-03-14,38.8,377.98295234285706
2016-03-14,38.9,385.531857142857
2016-03-14,39.0,397.5376812608696
2016-03-16,37.6,402.3973128775511
2016-03-16,37.7,414.4848412380953
2016-03-16,37.8,391.42962502500006
2016-03-16,37.9,402.2347501
2016-03-16,38.0,413.600576974359
2016-03-16,38.1,413.80482915384613
2016-03-16,38.2,412.3070726923076
2016-03-16,38.3,409.168750025
2016-03-16,38.4,404.187182547619
2016-03-16,38.5,399.6330357380952
2016-03-16,38.6,389.40884475000007
2016-03-16,38.7,381.010132590909
2016-03-16,38.8,390.8903787954545
2016-03-16,38.9,420.04763250000013
2016-03-16,39.0,370.22523440625
2016-03-17,37.6,359.29812503125
2016-03-17,37.7,401.3051428857143
2016-03-17,37.8,396.00179296969696
2016-03-17,37.9,379.1249747272727
2016-03-17,38.0,380.04291668750005
2016-03-17,38.1,388.1417171515151
2016-03-17,38.2,389.20252609375007
2016-03-17,38.3,392.77765154545443
2016-03-17,38.4,395.5802864062499
2016-03-17,38.5,393.8965885937501
2016-03-17,38.6,390.2649242121212
2016-03-17,38.7,383.31747393750004
2016-03-17,38.8,374.40174248484846
2016-03-17,38.9,377.97409096969693
2016-03-17,39.0,384.5907407777778
2016-03-18,38.4,405.4636420370371
2016-03-18,38.5,397.9998025789474
2016-03-18,38.6,386.7532237368421
2016-03-18,38.7,382.1199573076923
2016-03-18,38.8,391.7300854358974
2016-03-18,38.9,407.814451195122
2016-03-18,39.0,381.6590115
2016-03-19,37.5,466.5845833200001
2016-03-19,37.6,432.30263163157895
2016-03-19,37.7,399.4783974871795
2016-03-19,37.8,384.59282051282037
2016-03-19,37.9,397.69758332500004
2016-03-19,38.0,410.7416024871795
2016-03-19,38.1,411.2305128717948
2016-03-19,38.2,411.47986839473685
2016-03-19,38.3,409.7853728421053
2016-03-19,38.4,407.8647728181819
2016-03-21,37.6,314.3058991578947
2016-03-21,37.7,402.12659517142856
2016-03-21,37.8,388.47287881818187
2016-03-21,37.9,374.73838094285713
2016-03-21,38.0,386.00095963636363
2016-03-21,38.1,402.27625005882356
2016-03-21,38.2,415.8578432058823
2016-03-21,38.3,409.7057323939394
2016-03-21,38.4,405.55245094117646
2016-03-21,38.5,404.4944191818182
2016-03-21,38.6,402.4197793529413
2016-03-21,38.7,396.69593439393947
2016-03-21,38.8,390.1767156470588
2016-03-21,38.9,393.89934339393943
2016-03-21,39.0,418.38475806451606
2016-03-23,37.6,409.7094540344828
2016-03-23,37.7,405.41875002499995
2016-03-23,37.8,390.3649359487181
2016-03-23,37.9,393.52899995
2016-03-23,38.0,413.0967307692308
2016-03-23,38.1,418.6358125
2016-03-23,38.2,408.9309349268293
2016-03-23,38.3,404.83710417500004
2016-03-23,38.4,404.76622807894745
2016-03-23,38.5,395.26888884615386
2016-03-23,38.6,386.83418924324326
2016-03-23,38.7,383.99335589189195
2016-03-23,38.8,394.41220718918913
2016-03-23,38.9,411.904041725
2016-03-23,39.0,353.71973416000003
2016-03-25,37.6,317.45054678260874
2016-03-25,37.7,391.61207205405407
2016-03-25,37.8,372.10745240000006
2016-03-25,37.9,358.08432432432437
2016-03-25,38.0,368.9563808285714
2016-03-25,38.1,387.56117110810806
2016-03-25,38.2,405.90912033333336
2016-03-25,38.3,353.3130856216215
2016-03-25,38.4,232.50166672222224
2016-03-25,38.5,219.36662156756756
2016-03-25,38.6,211.30534725000007
2016-03-25,38.7,205.33826191428565
